study_row_id,network_node_id,record_id,study_label,title,year,doi,experiment_letter,experiment_label,profile_id,parameter_evidence_scope,evidence_stage,toolkit_status,auditory_stimulus,trajectory_kinematics,trial_sequence,task_response,jitter_iti_policy,soa_schedule,tactile_target,baseline_trial_contract,catch_trial_contract,repetition_allocation,block_order_contract,study_structure_schedule,measurement_acquisition_outcome
doi:10.1016/j.neuropsychologia.2026.109490::c,doi:10.1016/j.neuropsychologia.2026.109490,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (c),Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity.,2026,10.1016/j.neuropsychologia.2026.109490,c,Experiment 3,,composite_requires_split,current_audit_without_manual_review,supported_incomplete,,,,,,,,,,,,,
doi:10.1016/j.neuropsychologia.2026.109490::d,doi:10.1016/j.neuropsychologia.2026.109490,ferroni_2026_pps_plasticity,Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity. (d),Dealing with the world close to our body. Characterizing determinants of peripersonal space plasticity.,2026,10.1016/j.neuropsychologia.2026.109490,d,Experiment 4,,composite_requires_split,current_audit_without_manual_review,supported_incomplete,,,,,,,,,,,,,
doi:10.1016/j.xcrm.2026.102705::a,doi:10.1016/j.xcrm.2026.102705,cell_reports_medicine_2026_consciousness,Multisensory integration in peripersonal space indexes consciousness states in sleep and disorders of consciousness. (a),Multisensory integration in peripersonal space indexes consciousness states in sleep and disorders of consciousness.,2026,10.1016/j.xcrm.2026.102705,a,Healthy wake/sleep chest EEG PPS variant,,composite_requires_split,manual_review,supported_incomplete,"100-ms E-Prime-generated white-noise burst through two commercial loudspeakers; level was individual threshold +40% (mean 51 dB), equalized at the ear; original asset/code unavailable.",Geometry: Static near/far sources 30 cm and 130 cm above the chest. Kinematics: Static 100-ms burst; no looming motion or speed applies.,Trial-sequence evidence recoverable from the prior combined review: Task-free randomized EEG stimulation with five condition rows and an explicit no-response rule; sleep additionally alternates stimulation/no-stimulation blocks.,Task-free randomized EEG stimulation with five condition rows and an explicit no-response rule; sleep additionally alternates stimulation/no-stimulation blocks.,Awake ITI is 2.5-3.0 s in random 100-ms steps; the tracked review does not recover an experiment-wide ITI policy for all sleep/no-stimulation blocks.,Audio-tactile near and far trials use synchronous auditory/tactile onset (0-ms SOA).,5-ms electrical pulse below the manubrium through Digitimer DS7AH; task-free/no response.,"Tactile-only and auditory-only unisensory controls are explicit; sleep adds 5-min no-stimulation blocks, but overnight block totals are not fixed.",No catch/no-go family; auditory-only rows are planned unisensory controls.,"Awake protocol is exact (22 trials per each of five rows x three 110-trial blocks = 330), but fixed overnight sleep/no-stimulation block repetitions and totals are not reported.","Awake: three randomized 110-trial blocks. Sleep: randomized 5-min stimulation/no-stimulation blocks, but a fixed overnight count is not reported.",Design family: custom | Assignment scope: unclear | Pps occurrence pattern: multi_scope,"healthy_state_eeg: eeg_erp, stimulus-locked PPS multisensory-integration response, hardware_triggered_external_system"
doi:10.1016/j.xcrm.2026.102705::b,doi:10.1016/j.xcrm.2026.102705,cell_reports_medicine_2026_consciousness,Multisensory integration in peripersonal space indexes consciousness states in sleep and disorders of consciousness. (b),Multisensory integration in peripersonal space indexes consciousness states in sleep and disorders of consciousness.,2026,10.1016/j.xcrm.2026.102705,b,Disorders-of-consciousness arm clinical PPS variant,,composite_requires_split,manual_review,supported_incomplete,50-ms white-noise bursts through Logitech Z120 near/far speakers at 65.2/64.1 dB SPL; original sound asset unavailable.,Geometry: Static near/far sources 5 cm and 75 cm from the extended arm. Kinematics: Static 50-ms burst; no looming motion or speed applies.,Trial-sequence evidence recoverable from the prior combined review: Task-free randomized clinical-EEG sequence with five condition rows and an explicit no-response rule.,Task-free randomized clinical-EEG sequence with five condition rows and an explicit no-response rule.,Uniform ITI from 1.5 to 2.0 s.,Audio-tactile near and far trials use synchronous auditory/tactile onset (0-ms SOA).,"50-ms, 35-Hz arm-extensor FES at 70% motor threshold using MEDEL Motionstim 8.","Per 250-trial block: 50 tactile-only, 50 auditory-near and 50 auditory-far unisensory controls; EEG baseline -100 to 0 ms.",No catch/no-go family; auditory-only rows are planned unisensory controls.,"Fifty trials per each of five condition rows, 250 trials per block; one to three blocks per session.",One to three randomized 250-trial blocks per session (mean 2.8).,Design family: adaptive | Assignment scope: single_cohort | Pps occurrence pattern: single_pps,"clinical_consciousness_eeg: eeg_erp, stimulus-locked PPS multisensory-integration response, hardware_triggered_external_system"
doi:10.1038/s41598-026-36796-5::a,doi:10.1038/s41598-026-36796-5,lamia_2026_arm_movement,Somatotopy-independent reduction of audio-tactile intersensory facilitation for looming sounds within the peripersonal space during arm movements execution. (a),Somatotopy-independent reduction of audio-tactile intersensory facilitation for looming sounds within the peripersonal space during arm movements execution.,2026,10.1038/s41598-026-36796-5,a,Experiment 1 — 3000-ms sound/endpoint baselines,barumerli_2026_arm_movement_exp1,composite_requires_split,manual_review,runnable,44.1-kHz pink noise generated with MATLAB 2022b/Audacity 2.4.1; two-speaker exponential cross-fade from 55 to 70 dB SPL; original WAVs and gain files unavailable.,"Geometry: Sagittal far-to-near/near-to-far two-speaker path, 100 cm separation, with the near speaker 10 cm from the right hand. Kinematics: 3000-ms apparent motion over 100 cm; nominal sound-motion speed 33.3 cm/s.","Trial-sequence evidence recoverable from the prior combined review: Respond with the left keyboard key to hand/chest electrocutaneous targets, ignore sounds, withhold on auditory-only catches, and initiate each trial by mouse key; only a 100-1000-ms analysis window is reported.","Respond with the left keyboard key to hand/chest electrocutaneous targets, ignore sounds, withhold on auditory-only catches, and initiate each trial by mouse key; only a 100-1000-ms analysis window is reported.","Participant-triggered starts are reported, but no numeric ITI or jitter distribution was found.","300, 800, 1500, 2200 and 2700 ms after sound onset; distance order reverses for looming versus receding.",Individually calibrated electrocutaneous target from Digitimer DS7A/D188: 200 microseconds at right index finger or 100 microseconds at chest.,"Separate tactile-only endpoint baselines at 300 and 2700 ms: eight 12-trial blocks, 96 baseline trials total.",Auditory-only/no-response catches: 16 per audio-tactile block x four blocks = 64.,Fifteen trials per audio-tactile direction x distance row; 760 trials total (664 audio-tactile/catch plus 96 baseline).,Four audio-tactile plus eight tactile-only blocks; motor/static x hand/trunk audio-tactile blocks. The exact before/after versus randomized baseline order is ambiguous.,Design family: crossover | Assignment scope: within_participant | Pps occurrence pattern: within_session_block_conditions,"finger_chest_keyboard_rt_exp1: behavioral_response, reaction time from electrocutaneous target onset, native_response_log"
doi:10.1038/s41598-026-36796-5::b,doi:10.1038/s41598-026-36796-5,lamia_2026_arm_movement,Somatotopy-independent reduction of audio-tactile intersensory facilitation for looming sounds within the peripersonal space during arm movements execution. (b),Somatotopy-independent reduction of audio-tactile intersensory facilitation for looming sounds within the peripersonal space during arm movements execution.,2026,10.1038/s41598-026-36796-5,b,Experiment 2 — 4000-ms sound/five matched baselines,barumerli_2026_arm_movement_exp2,composite_requires_split,manual_review,runnable,44.1-kHz pink noise generated with MATLAB 2022b/Audacity 2.4.1; two-speaker exponential cross-fade from 55 to 70 dB SPL; original WAVs and gain files unavailable.,"Geometry: Sagittal far-to-near/near-to-far two-speaker path, 100 cm separation, with the near speaker 10 cm from the right hand. Kinematics: 4000-ms apparent motion over 100 cm; nominal sound-motion speed 25 cm/s.","Trial-sequence evidence recoverable from the prior combined review: Respond with the left keyboard key to hand/chest targets, ignore sounds, withhold on catches, and initiate trials by pedal release; only a 100-1000-ms analysis window is reported.","Respond with the left keyboard key to hand/chest targets, ignore sounds, withhold on catches, and initiate trials by pedal release; only a 100-1000-ms analysis window is reported.","Participant-triggered starts are reported, but no numeric ITI or jitter distribution was found.","800, 1300, 2000, 2700 and 3200 ms after sound onset; distance order reverses for looming versus receding.",Individually calibrated electrocutaneous target from Digitimer DS7A/D188: 200 microseconds at right index finger or 100 microseconds at chest.,"Separate tactile-only baselines matched to all five delays: four 50-trial blocks, 200 baseline trials total.",Auditory-only/no-response catches: 10 per audio-tactile block x four blocks = 40.,Ten trials per audio-tactile direction x distance row and ten per baseline delay; 640 trials total (440 audio-tactile/catch plus 200 baseline).,Four audio-tactile plus four tactile-only blocks; motor/static x hand/trunk audio-tactile blocks with randomized/counterbalanced presentation.,Design family: crossover | Assignment scope: within_participant | Pps occurrence pattern: within_session_block_conditions,"finger_chest_keyboard_rt_exp2: behavioral_response, reaction time from electrocutaneous target onset, native_response_log"
doi:10.1073/pnas.2516229122,doi:10.1073/pnas.2516229122,interoception_exteroception_2025,"Interoception vs. Exteroception: Cardiac interoception competes with tactile perception, yet also facilitates self-relevance encoding.","Interoception vs. Exteroception: Cardiac interoception competes with tactile perception, yet also facilitates self-relevance encoding.",2025,10.1073/pnas.2516229122,,not_assessed,,none,current_audit_without_manual_review,supported_incomplete,"Static 784-Hz, 50-ms tones at approximately 60 dB were presented through near and far Visaton loudspeakers with equalized perceived intensity; exact rendered assets and equalization coefficients are not supplied.",No motion: tones were emitted from static near (<10 cm) or far (130 cm) loudspeakers referenced to the stimulated right hand.,"Five pseudorandom conditions were intermixed: audio-tactile near/far (ATnear/ATfar), tactile-only (T), and auditory-only near/far (Anear/Afar). In AT rows, tone began 40 ms after touch.",Participants pressed a key with the right index finger as rapidly as possible when they felt touch and withheld on auditory-only trials; the response window was 1 s and the trial ended 100 ms after a response.,Each trial began after a uniformly described variable 4-8-s waiting interval; it ended 100 ms after response or at the 1-s response deadline.,Single audio-tactile SOA: auditory onset +40 ms from tactile onset; no distance-by-time loom schedule.,A DS7A delivered a 200-microsecond square-current electrical pulse to the right-hand dorsum at twice individual detection threshold (mean 3.7 +/- 0.7 mA).,"Tactile-only T trials served as the unimodal tactile control: 12 per block x five blocks = 60. Separately, each recording block began and ended with 30 s of resting physiological baseline.",Auditory-only Anear and Afar were no-tactile/no-response catches: 12 of each per block x five blocks = 120 total.,Five conditions x 12 trials per block x five blocks = 300 trials; each condition contributed 60 trials.,"Five blocks, each containing 12 pseudorandom trials of every condition (60 trials/block), bracketed by 30-s resting baselines; tactile intensity was rethresholded and eye tracker recalibrated between blocks.",Design family: single_measurement | Assignment scope: single_cohort | Pps occurrence pattern: within_session_trial_conditions,"tactile_key_rt: behavioral_response, reaction time from tactile onset, native_response_log | scalp_eeg_hep_sep: eeg_erp, heartbeat-evoked and somatosensory-evoked potentials, hardware_triggered_external_system | ecg_cardiac_phase: ecg_cardiac, R-peak timing and systole/diastole assignment, hardware_triggered_external_system | ancillary_gaze_physiology: other_physiology, gaze/compliance and physiological covariates/artifact monitoring, hardware_triggered_external_system"
doi:10.1080/17470210903068989,doi:10.1080/17470210903068989,,Assessing the effect of sound complexity on the audiotactile cross-modal dynamic capture task.,Assessing the effect of sound complexity on the audiotactile cross-modal dynamic capture task.,2010,10.1080/17470210903068989,,not_assessed,,none,no_exact_doi_audit_join,not_assessed,,,,,,,,,,,,,
doi:10.1101/2025.06.25.660685,doi:10.1101/2025.06.25.660685,,"Interoception vs. Exteroception: Cardiac interoception competes with tactile perception, yet also facilitates self-relevance encoding","Interoception vs. Exteroception: Cardiac interoception competes with tactile perception, yet also facilitates self-relevance encoding",2025,10.1101/2025.06.25.660685,,not_assessed,,none,no_exact_doi_audit_join,not_assessed,"A 784-Hz pure tone lasting 50 ms was delivered from one of two FRS 8 full-range speakers, under MATLAB/Psychtoolbox. Near (<10 cm from stimulated hand) and far (130 cm) sounds were physically identical and equalized to about 60 dB with Room EQ Wizard and a MiniDSP EARS microphone.",No movement was simulated: 50-ms tones arose from discrete static near (<10 cm from right hand) or far (130 cm) physical speakers on the table.,"Five randomly intermixed trial types: ATnear, ATfar, tactile-only T, auditory-only Anear, and auditory-only Afar.","Participants pressed a key with the right index finger as quickly as possible to any tactile stimulus, ignored sounds, and withheld on auditory-only trials. A trial ended 0.1 s after response or at a 1-s maximum response time.",Each trial began after a jittered 4-8-s interval; no distribution or step size is reported.,"In AT trials the auditory tone began 40 ms after tactile onset; expressed as tactile minus auditory onset, SOA = -40 ms.","A Digitimer DS7A delivered one 200-microsecond electrical square-wave pulse through Ag/AgCl electrodes on the right hand dorsum, at twice each participant's detection threshold; electrode placement and threshold were refreshed after each block.",Tactile-only T was the unimodal task baseline: 12 trials/block x 5 blocks = 60 trials. Separate 30-s physiological rest baselines bracketed every block.,Anear and Afar were auditory-only no-tactile catches requiring no keypress: 12 of each per block x 5 blocks = 120 total catches.,Each of five conditions occurred 12 times per block across five blocks: 60 repetitions per condition and 300 trials total; no exceptions are reported.,"Five experimental blocks each contained 60 randomly intermixed trials (12 per condition), began and ended with a 30-s rest baseline, and were followed by feedback; stimulation site/intensity and eye tracker were recalibrated before each block.",Design family: single_measurement | Assignment scope: single_cohort | Pps occurrence pattern: within_session_block_conditions,"tactile_rt: behavioral_response, reaction time/hit/false alarm, native_response_log | eeg_hep_sep: eeg_erp, pre-stimulus HEP and audio-tactile SEP, hardware_triggered_external_system | ecg: ecg_cardiac, R peaks, interbeat interval, systole/diastole, heartbeat epochs, hardware_triggered_external_system"
doi:10.1101/2025.09.02.673729,doi:10.1101/2025.09.02.673729,,The Proximity Prediction Hypothesis: How predictive coding of CT-touch explains Autonomous Sensory Meridian Response and its therapeutic applications,The Proximity Prediction Hypothesis: How predictive coding of CT-touch explains Autonomous Sensory Meridian Response and its therapeutic applications,2025,10.1101/2025.09.02.673729,,not_assessed,,none,no_exact_doi_audit_join,not_assessed,"This paper presents a predictive-coding hypothesis plus a retrospective auditory ASMR questionnaire. It does not implement an audio-tactile PPS task: there is no tactile target, PPS trajectory/distance manipulation, audio-tactile SOA schedule, or PPS response outcome to reproduce in the Toolkit.","This paper presents a predictive-coding hypothesis plus a retrospective auditory ASMR questionnaire. It does not implement an audio-tactile PPS task: there is no tactile target, PPS trajectory/distance manipulation, audio-tactile SOA schedule, or PPS response outcome to reproduce in the Toolkit.","This paper presents a predictive-coding hypothesis plus a retrospective auditory ASMR questionnaire. It does not implement an audio-tactile PPS task: there is no tactile target, PPS trajectory/distance manipulation, audio-tactile SOA schedule, or PPS response outcome to reproduce in the Toolkit.","This paper presents a predictive-coding hypothesis plus a retrospective auditory ASMR questionnaire. It does not implement an audio-tactile PPS task: there is no tactile target, PPS trajectory/distance manipulation, audio-tactile SOA schedule, or PPS response outcome to reproduce in the Toolkit.","This paper presents a predictive-coding hypothesis plus a retrospective auditory ASMR questionnaire. It does not implement an audio-tactile PPS task: there is no tactile target, PPS trajectory/distance manipulation, audio-tactile SOA schedule, or PPS response outcome to reproduce in the Toolkit.","This paper presents a predictive-coding hypothesis plus a retrospective auditory ASMR questionnaire. It does not implement an audio-tactile PPS task: there is no tactile target, PPS trajectory/distance manipulation, audio-tactile SOA schedule, or PPS response outcome to reproduce in the Toolkit.","This paper presents a predictive-coding hypothesis plus a retrospective auditory ASMR questionnaire. It does not implement an audio-tactile PPS task: there is no tactile target, PPS trajectory/distance manipulation, audio-tactile SOA schedule, or PPS response outcome to reproduce in the Toolkit.","This paper presents a predictive-coding hypothesis plus a retrospective auditory ASMR questionnaire. It does not implement an audio-tactile PPS task: there is no tactile target, PPS trajectory/distance manipulation, audio-tactile SOA schedule, or PPS response outcome to reproduce in the Toolkit.","This paper presents a predictive-coding hypothesis plus a retrospective auditory ASMR questionnaire. It does not implement an audio-tactile PPS task: there is no tactile target, PPS trajectory/distance manipulation, audio-tactile SOA schedule, or PPS response outcome to reproduce in the Toolkit.","This paper presents a predictive-coding hypothesis plus a retrospective auditory ASMR questionnaire. It does not implement an audio-tactile PPS task: there is no tactile target, PPS trajectory/distance manipulation, audio-tactile SOA schedule, or PPS response outcome to reproduce in the Toolkit.","This paper presents a predictive-coding hypothesis plus a retrospective auditory ASMR questionnaire. It does not implement an audio-tactile PPS task: there is no tactile target, PPS trajectory/distance manipulation, audio-tactile SOA schedule, or PPS response outcome to reproduce in the Toolkit.",Design family: single_measurement | Assignment scope: single_cohort | Pps occurrence pattern: custom,"Outcome family and primary measure: This paper presents a predictive-coding hypothesis plus a retrospective auditory ASMR questionnaire. It does not implement an audio-tactile PPS task: there is no tactile target, PPS trajectory/distance manipulation, audio-tactile SOA schedule, or PPS response outcome to reproduce in the Toolkit. | Acquisition device channels or native response binding: This paper presents a predictive-coding hypothesis plus a retrospective auditory ASMR questionnaire. It does not implement an audio-tactile PPS task: there is no tactile target, PPS trajectory/distance manipulation, audio-tactile SOA schedule, or PPS response outcome to reproduce in the Toolkit. | Event trigger and clock sync: This paper presents a predictive-coding hypothesis plus a retrospective auditory ASMR questionnaire. It does not implement an audio-tactile PPS task: there is no tactile target, PPS trajectory/distance manipulation, audio-tactile SOA schedule, or PPS response outcome to reproduce in the Toolkit. | Acquisition epoch or response window: This paper presents a predictive-coding hypothesis plus a retrospective auditory ASMR questionnaire. It does not implement an audio-tactile PPS task: there is no tactile target, PPS trajectory/distance manipulation, audio-tactile SOA schedule, or PPS response outcome to reproduce in the Toolkit. | Primary outcome definition: This paper presents a predictive-coding hypothesis plus a retrospective auditory ASMR questionnaire. It does not implement an audio-tactile PPS task: there is no tactile target, PPS trajectory/distance manipulation, audio-tactile SOA schedule, or PPS response outcome to reproduce in the Toolkit. | Calibration and online processing: This paper presents a predictive-coding hypothesis plus a retrospective auditory ASMR questionnaire. It does not implement an audio-tactile PPS task: there is no tactile target, PPS trajectory/distance manipulation, audio-tactile SOA schedule, or PPS response outcome to reproduce in the Toolkit."
doi:10.1101/492017,doi:10.1101/492017,,Maternal brain gain: enlarged representation of the peripersonal space in pregnancy,Maternal brain gain: enlarged representation of the peripersonal space in pregnancy,2018,10.1101/492017,,not_assessed,,none,no_exact_doi_audit_join,not_assessed,"A 3000-ms apparent loom used two identical 44.1-kHz pink-noise samples edited in Audacity: the far speaker decreased from 70 dB SPL to silence while the near speaker rose exponentially from 55 to 70 dB SPL, measured at the ear with an audiometer. The exact random-noise asset and sample-level envelopes are not supplied.","The far loudspeaker was 1 m beyond the near loudspeaker beside the participant's hand; reciprocal far-decreasing/near-exponentially-increasing intensity ramps produced an apparent far-to-near approach over 3 s. A nominal 0.33 m/s apparent path speed is derivable, but the two-speaker crossfade is the operative renderer.",Fifty audio-tactile target trials (five tactile delays x 10) and 15 auditory-only no-tap catches were presented in random order during one roughly 7-min task.,Blindfolded participants pressed a key with the left hand as quickly as possible after detecting an abdominal tap and ignored the sound; no response timeout is reported.,No ITI or jitter policy was found in the PPS task description.,"Taps began +300, +800, +1500, +2200, and +2500 ms after sound onset.","A custom small tapper delivered a mechanical tap on the abdomen; the actuator waveform, tap duration, and intensity/calibration are not reported.",The fully enumerated 65-trial task contains no tactile-only baseline family.,Fifteen sound-only no-tap catch trials required no keypress and were randomly intermixed with targets.,"Five SOAs were each repeated 10 times (50 target trials) plus 15 catches, giving exactly 65 randomized trials with no reported exceptions.",The publication describes one roughly 7-min randomized 65-trial PPS task but does not explicitly define a block count or subdivision.,Design family: repeated_measure | Assignment scope: observational_cohorts | Pps occurrence pattern: repeated_multi_timepoint,"tactile_rt: behavioral_response, keypress reaction time, native_response_log"
doi:10.1163/22134808-000s0136,doi:10.1163/22134808-000s0136,,Audio-tactile multisensory integration as a proxy for full body peri-personal space,Audio-tactile multisensory integration as a proxy for full body peri-personal space,2013,10.1163/22134808-000s0136,,not_assessed,,none,no_exact_doi_audit_join,not_assessed,,,,,,,,,,,,,
doi:10.1177/17470218241261645,doi:10.1177/17470218241261645,depersonalisation_2024,Lost in time and space? Multisensory processing of peripersonal space and time perception in people with frequent experiences of depersonalisation.,Lost in time and space? Multisensory processing of peripersonal space and time perception in people with frequent experiences of depersonalisation.,2025,10.1177/17470218241261645,,not_assessed,,none,manual_review,supported_incomplete,"Stimulus type: Pink-noise (1/f noise) auditory samples, presented either as a static flat sound or a dynamic looming sound. | Source provenance: Auditory stimuli were pink-noise samples sampled at 44.1 kHz; exact source file, noise seed, or waveform asset is not provided in the main PDF. | Auditory conditions: Flat sound with constant intensity and looming sound with increasing perceived approach; participants ignored the auditory stimulus while detecting tactile targets. | Gain envelope: Looming intensity rose exponentially from 55 to 70 dB; flat sounds stayed at 62.5 dB. For looming, far speaker decreased to silence while near speaker increased to maximum. | Renderer or apparatus: Two physical loudspeakers delivered the auditory stimuli, one near the right hand and one far from the participant; no HRTF or headphone renderer was used.","Trajectory path: Two-speaker hand/body-centered path: near speaker about 10 cm from the right hand and far speaker 1 m from the participant's body; looming was implemented by far-speaker fade-out and near-speaker fade-in. | Stimulus duration: Auditory pink-noise stimuli lasted 3000 ms. | Stimulus speed: Approximate physical path length is about 90 cm over 3000 ms, implying about 30 cm/s if treated as a continuous looming path; the paper does not state speed directly. | Trajectory count: Two auditory condition families: static/flat sound and dynamic/looming approaching sound. | Gain envelope: Looming intensity rose exponentially from 55 to 70 dB; flat sounds stayed at 62.5 dB. For looming, far speaker decreased to silence while near speaker increased to maximum. | Renderer or apparatus: Two physical loudspeakers delivered the auditory stimuli, one near the right hand and one far from the participant; no HRTF or headphone renderer was used.","Trial rows families: PPS trial families included audio-tactile target trials, auditory-only catch trials with flat or looming sound, and unimodal tactile baseline trials. | Task sequence rules: Participants responded as fast as possible to tactile targets with the left index finger on a keyboard, ignored auditory stimuli, and repeated a trial if they failed to answer. | Condition intermixing: The PPS task mixed audio-tactile targets with auditory-only catches and unimodal tactile baselines within one PPS task; exact trial-order algorithm is not reported.","Task sequence rules: Participants responded as fast as possible to tactile targets with the left index finger on a keyboard, ignored auditory stimuli, and repeated a trial if they failed to answer.",,"Soa table: D1-D5 tactile delays after auditory onset: 300, 800, 1500, 2200, and 2700 ms.",Tactile stimulus: Single constant-voltage rectangular monophasic pulse via DS3 Digitimer electrical stimulators and electrode pairs on the hairy surface of the right index finger.,"Baseline strategy: Unimodal tactile baseline trials were delivered during silence periods before sound administration to control expectancy. | Baseline timing: D0 tactile-only baseline occurred at -700 ms, preceding sound administration during silence.","Catch trial type: Auditory-only catch trials used either looming or flat sounds, with no tactile target.",,"Block count: The study had two same-day sessions, the PPS task and MTT task, with task order balanced across participants; no internal PPS block count is reported. | Condition intermixing: The PPS task mixed audio-tactile targets with auditory-only catches and unimodal tactile baselines within one PPS task; exact trial-order algorithm is not reported.",Design family: crossover | Assignment scope: within_participant | Pps occurrence pattern: single_pps,
doi:10.17605/osf.io/73x59,doi:10.17605/osf.io/73x59,,Audio-tactile peripersonal space,Audio-tactile peripersonal space,2019,10.17605/osf.io/73x59,,not_assessed,,none,no_exact_doi_audit_join,not_assessed,,,,,,,,,,,,,
doi:10.31234/osf.io/etvb6_v1::a,doi:10.31234/osf.io/etvb6_v1,,The spatial reach of affective touch: a new perspective on social peripersonal space (a),The spatial reach of affective touch: a new perspective on social peripersonal space,2025,10.31234/osf.io/etvb6_v1,a,Experiment 1 - Classic PPS Task,,composite_requires_split,no_exact_doi_audit_join,not_assessed,A 3-s 44.1-kHz pink-noise stimulus was either looming with an exponential 55-to-70 dB rise or flat at 62.5 dB and played through near/far physical speakers; exact waveforms and switching project are not supplied.,The classic task used a two-loudspeaker far-to-near apparent approach from a far speaker 100 cm beyond a speaker approximately 10 cm from the right hand over 3 s; experiments 2-3 state that they reused this acoustic setting.,"Randomized looming/flat audio-tactile target trials, auditory-only catches, and tactile-only D0 baselines were followed by a 1-s ITI; the stated 60% target share conflicts with the stated 108 target cells in 166 trials.","Participants pressed a laptop button with the left index finger as fast as possible to right-index electrical stimulation, ignored sound, withheld for auditory-only catches, and had missed-target trials repeated; no response deadline is reported.",Every trial was followed by a fixed 1000-ms intertrial interval; no jitter distribution was used.,"Target onset minus looming-stimulus onset took one of six values: 200, 500, 800, 2200, 2500, or 2800 ms (D1-D6).",A DS3 constant-current stimulator delivered one 100-microsecond rectangular monophasic electrical pulse through electrodes on the hairy right index finger; session intensity was individually suprathreshold (5.2-9.6 mA).,"Tactile-only D0 trials at -700 ms relative to nominal sound onset served as expectancy baselines, but their allocation and count within the 58 control trials are not given.","Auditory-only looming or flat catches formed part of the remaining control trials, but their exact allocation and count are not reported.","The paper states 12 targets per temporal delay for looming and 6 per delay for flat (108 target trials), plus an unresolved baseline/catch split in 166 total; this conflicts with its statement that targets occupy 60% of trials.",The 166 randomized trials were divided equally into two approximately 7-min blocks of 83 trials.,Design family: crossover | Assignment scope: within_participant | Pps occurrence pattern: condition_specific_pps_sessions,"tactile_button_rt: behavioral_response, button RT, native_response_log"
doi:10.31234/osf.io/etvb6_v1::b,doi:10.31234/osf.io/etvb6_v1,,The spatial reach of affective touch: a new perspective on social peripersonal space (b),The spatial reach of affective touch: a new perspective on social peripersonal space,2025,10.31234/osf.io/etvb6_v1,b,Experiment 2 - Discriminative PPS Task,,composite_requires_split,no_exact_doi_audit_join,not_assessed,A 200-ms beep target was embedded at D1-D6 in the same 3-s looming acoustic setting as Experiment 1; exact beep frequency/level/asset and exact reused background asset are absent.,The classic task used a two-loudspeaker far-to-near apparent approach from a far speaker 100 cm beyond a speaker approximately 10 cm from the right hand over 3 s; experiments 2-3 state that they reused this acoustic setting.,Randomized beep-target trials occurred with or without the dynamic vibrotactile stimulation; tactile-only trials omitted the beep and served as catches; a 1-s ITI followed every trial.,"Participants were instructed to press the laptop button rapidly to the auditory beep and ignore touch; a carry-over sentence instead calls omissions failures to answer a 'tactile target,' so the implementation should bind to the explicitly defined auditory target and flag the wording conflict.",Every trial was followed by a fixed 1000-ms intertrial interval; no jitter distribution was used.,"Target onset minus looming-stimulus onset took one of six values: 200, 500, 800, 2200, 2500, or 2800 ms (D1-D6).",Five electromagnetic voice-coil tactors sequentially produced a 3-s distal-to-proximal apparent motion over two marked 13.5-by-4-cm lanes on the dorsal right hand.,Thirty-six auditory-only beep trials (six per D1-D6) served as unisensory target baselines.,Sixteen vibrotactile-only catch trials are required to reconcile the reported 124 total after 72 audio-tactile and 36 auditory-only target trials; no response is expected.,Twelve audio-tactile targets and six auditory-only baselines at each of six delays yield 72 and 36 trials; 16 tactile-only catches reconcile the reported 124 total.,The 124 randomized trials were divided equally into two approximately 6-min blocks of 62 trials; the three experiments were administered in randomized order on the same day.,Design family: crossover | Assignment scope: within_participant | Pps occurrence pattern: condition_specific_pps_sessions,"auditory_button_rt: behavioral_response, button RT to embedded beep, native_response_log"
