study_row_id,network_node_id,record_id,publication_id,experiment_id,paradigm_variant_id,profile_id,task_family,study_label,experiment_letter,experiment_label,formal_experiment_number,instance_kind,instance_inventory_status,toolkit_scope,parameter_evidence_scope,known_instance_count,instance_count_basis,instance_evidence_pointer,experiment_disaggregation_status,title,year,doi,publication_url,toolkit_status,toolkit_join_status,evidence_stage,pdf_status,supplement_status,extraction_status,manual_review_status,orientation_review_status,visualization_review_status,visualization_candidate_count,network_prominence_rank,network_prominence,atomic_parameter_count,atomic_review_completed_count,atomic_review_required_count,parent_reviewed_missing_count,parent_source_unknown_count,new_parameters_not_in_current_audit_count
doi:10.1007/s00221-005-2393-8,doi:10.1007/s00221-005-2393-8,kitagawa_2005_sound_complexity,doi:10.1007/s00221-005-2393-8,kitagawa_2005_sound_complexity,kitagawa_2005_sound_complexity,,static near/far audio-tactile sound-complexity task,Audiotactile interactions in near and far space,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::kitagawa_2005_sound_complexity,experiment_count_not_assessed,Audiotactile interactions in near and far space,2005,10.1007/s00221-005-2393-8,https://doi.org/10.1007/s00221-005-2393-8,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,open_access_unavailable,not_checked,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,28,0.434454204,281,0,281,0,220,61
doi:10.1007/s00221-017-5158-2,doi:10.1007/s00221-017-5158-2,hobeika_2018_anisotropy,doi:10.1007/s00221-017-5158-2,hobeika_2018_anisotropy,hobeika_2018_anisotropy,,lateral PPS audio-tactile task linked to handedness,Anisotropy of lateral peripersonal space is linked to handedness.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::hobeika_2018_anisotropy,experiment_count_not_assessed,Anisotropy of lateral peripersonal space is linked to handedness.,2018,10.1007/s00221-017-5158-2,https://doi.org/10.1007/s00221-017-5158-2,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,paywalled,needs_user_download,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,29,0.423982524,281,0,281,0,220,61
doi:10.1016/j.neuropsychologia.2008.07.025,doi:10.1016/j.neuropsychologia.2008.07.025,,doi:10.1016/j.neuropsychologia.2008.07.025,not_disaggregated,single_or_unassessed,,not_assessed,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,,not_assessed,,unassessed_publication_placeholder,not_assessed,not_assessed,none,,No exact-DOI audit record; publication experiment count is not assessed.,,experiment_count_not_assessed,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,not_audited,no_exact_doi_audit_join,not_assessed,not_assessed,not_assessed,not_reviewed,not_assessed,not_assessed,0,30,0.417980479,281,0,281,0,220,61
doi:10.1016/j.jneumeth.2019.108534,doi:10.1016/j.jneumeth.2019.108534,hobeika_2020_methods,doi:10.1016/j.jneumeth.2019.108534,hobeika_2020_methods,hobeika_2020_methods,,expectancy-controlled dynamic PPS task with sound-propagation corrections,Capturing the dynamics of peripersonal space by integrating expectancy effects and sound propagation properties.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::hobeika_2020_methods,experiment_count_not_assessed,Capturing the dynamics of peripersonal space by integrating expectancy effects and sound propagation properties.,2019,10.1016/j.jneumeth.2019.108534,https://doi.org/10.1016/j.jneumeth.2019.108534,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,paywalled,not_found,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,31,0.393522811,281,0,281,0,220,61
doi:10.1093/schbul/sbac067,doi:10.1093/schbul/sbac067,schizophrenia_tool_use_2022,doi:10.1093/schbul/sbac067,schizophrenia_tool_use_2022,schizophrenia_tool_use_2022,,audio-tactile PPS task before/after tool-use,Tool-use Extends Peripersonal Space Boundaries in Schizophrenic Patients.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::schizophrenia_tool_use_2022,experiment_count_not_assessed,Tool-use Extends Peripersonal Space Boundaries in Schizophrenic Patients.,2022,10.1093/schbul/sbac067,https://doi.org/10.1093/schbul/sbac067,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,needs_user_download,paywalled,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,32,0.390279555,281,0,281,0,220,61
doi:10.1016/j.neuroimage.2012.06.063,doi:10.1016/j.neuroimage.2012.06.063,avenanti_2012_motor_cortex,doi:10.1016/j.neuroimage.2012.06.063,avenanti_2012_motor_cortex,avenanti_2012_motor_cortex,,audio-tactile PPS stimulation with motor-evoked-potential endpoint,Suppression of premotor cortex disrupts motor coding of peripersonal space.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::avenanti_2012_motor_cortex,experiment_count_not_assessed,Suppression of premotor cortex disrupts motor coding of peripersonal space.,2012,10.1016/j.neuroimage.2012.06.063,https://doi.org/10.1016/j.neuroimage.2012.06.063,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,open_access_unavailable,not_checked,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,33,0.386527119,281,0,281,0,220,61
doi:10.1093/cercor/bhh197,doi:10.1093/cercor/bhh197,,doi:10.1093/cercor/bhh197,not_disaggregated,single_or_unassessed,,not_assessed,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,,not_assessed,,unassessed_publication_placeholder,not_assessed,not_assessed,none,,No exact-DOI audit record; publication experiment count is not assessed.,,experiment_count_not_assessed,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,not_audited,no_exact_doi_audit_join,not_assessed,not_assessed,not_assessed,not_reviewed,not_assessed,not_assessed,0,34,0.380476711,281,0,281,0,220,61
doi:10.1016/j.tics.2016.01.005,doi:10.1016/j.tics.2016.01.005,,doi:10.1016/j.tics.2016.01.005,not_disaggregated,single_or_unassessed,,not_assessed,Variability in Multisensory Responses Predicts the Self-Space.,,not_assessed,,unassessed_publication_placeholder,not_assessed,not_assessed,none,,No exact-DOI audit record; publication experiment count is not assessed.,,experiment_count_not_assessed,Variability in Multisensory Responses Predicts the Self-Space.,2016,10.1016/j.tics.2016.01.005,https://doi.org/10.1016/j.tics.2016.01.005,not_assessed,not_audited,no_exact_doi_audit_join,not_assessed,not_assessed,not_assessed,not_reviewed,not_assessed,not_assessed,0,35,0.37316488,281,0,281,0,220,61
doi:10.1007/s00221-020-05771-5::a,doi:10.1007/s00221-020-05771-5,holmes_2020_four_experiments,doi:10.1007/s00221-020-05771-5,Experiment 1,holmes_2020_four_experiments,,static near/far sounds paired with weak vibrotactile targets and Go/NoGo response logic,Do sounds near the hand facilitate tactile reaction times? Four experiments and a meta-analysis provide mixed support and suggest a small effect size. (a),a,Experiment 1,1,experiment,confirmed_total,in_scope_pending_disaggregation,composite_requires_split,4,"The publication title, network abstract, and audit citation explicitly say four experiments; the current automated record is combined.",paper_audits/holmes_2020_four_experiments.md; publication_network.v3.json::doi:10.1007/s00221-020-05771-5,combined_record_requires_experiment_specific_review,Do sounds near the hand facilitate tactile reaction times? Four experiments and a meta-analysis provide mixed support and suggest a small effect size.,2020,10.1007/s00221-020-05771-5,https://doi.org/10.1007/s00221-020-05771-5,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,downloaded,downloaded,parsed_with_warnings,not_reviewed,not_manually_reviewed,source_mined,7,36,0.372612046,281,0,281,0,0,61
doi:10.1007/s00221-020-05771-5::b,doi:10.1007/s00221-020-05771-5,holmes_2020_four_experiments,doi:10.1007/s00221-020-05771-5,Experiment 2,holmes_2020_four_experiments,,static near/far sounds paired with weak vibrotactile targets and Go/NoGo response logic,Do sounds near the hand facilitate tactile reaction times? Four experiments and a meta-analysis provide mixed support and suggest a small effect size. (b),b,Experiment 2,2,experiment,confirmed_total,in_scope_pending_disaggregation,composite_requires_split,4,"The publication title, network abstract, and audit citation explicitly say four experiments; the current automated record is combined.",paper_audits/holmes_2020_four_experiments.md; publication_network.v3.json::doi:10.1007/s00221-020-05771-5,combined_record_requires_experiment_specific_review,Do sounds near the hand facilitate tactile reaction times? Four experiments and a meta-analysis provide mixed support and suggest a small effect size.,2020,10.1007/s00221-020-05771-5,https://doi.org/10.1007/s00221-020-05771-5,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,downloaded,downloaded,parsed_with_warnings,not_reviewed,not_manually_reviewed,source_mined,7,36,0.372612046,281,0,281,0,0,61
doi:10.1007/s00221-020-05771-5::c,doi:10.1007/s00221-020-05771-5,holmes_2020_four_experiments,doi:10.1007/s00221-020-05771-5,Experiment 3,holmes_2020_four_experiments,,static near/far sounds paired with weak vibrotactile targets and Go/NoGo response logic,Do sounds near the hand facilitate tactile reaction times? Four experiments and a meta-analysis provide mixed support and suggest a small effect size. (c),c,Experiment 3,3,experiment,confirmed_total,in_scope_pending_disaggregation,composite_requires_split,4,"The publication title, network abstract, and audit citation explicitly say four experiments; the current automated record is combined.",paper_audits/holmes_2020_four_experiments.md; publication_network.v3.json::doi:10.1007/s00221-020-05771-5,combined_record_requires_experiment_specific_review,Do sounds near the hand facilitate tactile reaction times? Four experiments and a meta-analysis provide mixed support and suggest a small effect size.,2020,10.1007/s00221-020-05771-5,https://doi.org/10.1007/s00221-020-05771-5,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,downloaded,downloaded,parsed_with_warnings,not_reviewed,not_manually_reviewed,source_mined,7,36,0.372612046,281,0,281,0,0,61
doi:10.1007/s00221-020-05771-5::d,doi:10.1007/s00221-020-05771-5,holmes_2020_four_experiments,doi:10.1007/s00221-020-05771-5,Experiment 4,holmes_2020_four_experiments,,static near/far sounds paired with weak vibrotactile targets and Go/NoGo response logic,Do sounds near the hand facilitate tactile reaction times? Four experiments and a meta-analysis provide mixed support and suggest a small effect size. (d),d,Experiment 4,4,experiment,confirmed_total,in_scope_pending_disaggregation,composite_requires_split,4,"The publication title, network abstract, and audit citation explicitly say four experiments; the current automated record is combined.",paper_audits/holmes_2020_four_experiments.md; publication_network.v3.json::doi:10.1007/s00221-020-05771-5,combined_record_requires_experiment_specific_review,Do sounds near the hand facilitate tactile reaction times? Four experiments and a meta-analysis provide mixed support and suggest a small effect size.,2020,10.1007/s00221-020-05771-5,https://doi.org/10.1007/s00221-020-05771-5,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,downloaded,downloaded,parsed_with_warnings,not_reviewed,not_manually_reviewed,source_mined,7,36,0.372612046,281,0,281,0,0,61
doi:10.1098/rsos.181878::a,doi:10.1098/rsos.181878,social_coding_2019,doi:10.1098/rsos.181878,Experiment 1 — collaboration,social_coding_2019,,audio-tactile PPS measurement in social context,Social coding of the multisensory space around us. (a),a,Experiment 1 — collaboration,1,experiment,confirmed_total,in_scope_pending_disaggregation,composite_requires_split,3,"The directly audited publication explicitly states that three experiments were conducted and labels them Experiment 1: collaboration, Experiment 2: competition, and Experiment 3: audience.","artifacts/paper_metadata_audit/publication_pdfs/doi_10.1098_rsos.181878__3237f37148ca.pdf::PDF pp.4-10, Social manipulation and Results; artifacts/paper_metadata_audit/review_batches/batch_b_source_reviews.json",combined_record_requires_experiment_specific_review,Social coding of the multisensory space around us.,2019,10.1098/rsos.181878,https://doi.org/10.1098/rsos.181878,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,needs_user_download,paywalled,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,37,0.370400599,281,0,281,0,0,61
doi:10.1098/rsos.181878::b,doi:10.1098/rsos.181878,social_coding_2019,doi:10.1098/rsos.181878,Experiment 2 — competition,social_coding_2019,,audio-tactile PPS measurement in social context,Social coding of the multisensory space around us. (b),b,Experiment 2 — competition,2,experiment,confirmed_total,in_scope_pending_disaggregation,composite_requires_split,3,"The directly audited publication explicitly states that three experiments were conducted and labels them Experiment 1: collaboration, Experiment 2: competition, and Experiment 3: audience.","artifacts/paper_metadata_audit/publication_pdfs/doi_10.1098_rsos.181878__3237f37148ca.pdf::PDF pp.4-10, Social manipulation and Results; artifacts/paper_metadata_audit/review_batches/batch_b_source_reviews.json",combined_record_requires_experiment_specific_review,Social coding of the multisensory space around us.,2019,10.1098/rsos.181878,https://doi.org/10.1098/rsos.181878,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,needs_user_download,paywalled,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,37,0.370400599,281,0,281,0,0,61
doi:10.1098/rsos.181878::c,doi:10.1098/rsos.181878,social_coding_2019,doi:10.1098/rsos.181878,Experiment 3 — audience,social_coding_2019,,audio-tactile PPS measurement in social context,Social coding of the multisensory space around us. (c),c,Experiment 3 — audience,3,experiment,confirmed_total,in_scope_pending_disaggregation,composite_requires_split,3,"The directly audited publication explicitly states that three experiments were conducted and labels them Experiment 1: collaboration, Experiment 2: competition, and Experiment 3: audience.","artifacts/paper_metadata_audit/publication_pdfs/doi_10.1098_rsos.181878__3237f37148ca.pdf::PDF pp.4-10, Social manipulation and Results; artifacts/paper_metadata_audit/review_batches/batch_b_source_reviews.json",combined_record_requires_experiment_specific_review,Social coding of the multisensory space around us.,2019,10.1098/rsos.181878,https://doi.org/10.1098/rsos.181878,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,needs_user_download,paywalled,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,37,0.370400599,281,0,281,0,0,61
doi:10.1016/j.neuropsychologia.2020.107579,doi:10.1016/j.neuropsychologia.2020.107579,,doi:10.1016/j.neuropsychologia.2020.107579,not_disaggregated,single_or_unassessed,,not_assessed,Schizotypy and individual differences in peripersonal space plasticity.,,not_assessed,,unassessed_publication_placeholder,not_assessed,not_assessed,none,,No exact-DOI audit record; publication experiment count is not assessed.,,experiment_count_not_assessed,Schizotypy and individual differences in peripersonal space plasticity.,2020,10.1016/j.neuropsychologia.2020.107579,https://doi.org/10.1016/j.neuropsychologia.2020.107579,not_assessed,not_audited,no_exact_doi_audit_join,not_assessed,not_assessed,not_assessed,not_reviewed,not_assessed,not_assessed,0,38,0.36347531,281,0,281,0,220,61
doi:10.1016/j.neuropsychologia.2020.107622,doi:10.1016/j.neuropsychologia.2020.107622,ferroni_2020_tool_observation,doi:10.1016/j.neuropsychologia.2020.107622,ferroni_2020_tool_observation,ferroni_2020_tool_observation,,audio-tactile PPS task around tool-use observation,Effect of tool-use observation on metric body representation and peripersonal space.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::ferroni_2020_tool_observation,experiment_count_not_assessed,Effect of tool-use observation on metric body representation and peripersonal space.,2020,10.1016/j.neuropsychologia.2020.107622,https://doi.org/10.1016/j.neuropsychologia.2020.107622,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,open_access_unavailable,not_found,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,39,0.355736616,281,0,281,0,220,61
doi:10.1038/s41598-019-45224-w,doi:10.1038/s41598-019-45224-w,pregnancy_2019,doi:10.1038/s41598-019-45224-w,pregnancy_2019,pregnancy_2019,,audio-tactile PPS measurement in pregnancy context,Enlarged representation of peripersonal space in pregnancy.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::pregnancy_2019,experiment_count_not_assessed,Enlarged representation of peripersonal space in pregnancy.,2019,10.1038/s41598-019-45224-w,https://doi.org/10.1038/s41598-019-45224-w,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,downloaded,needs_user_download,parsed_with_warnings,not_reviewed,not_manually_reviewed,source_mined,7,40,0.348409256,281,0,281,0,6,61
doi:10.1016/j.actpsy.2004.10.017,doi:10.1016/j.actpsy.2004.10.017,,doi:10.1016/j.actpsy.2004.10.017,not_disaggregated,single_or_unassessed,,not_assessed,Audiotactile temporal order judgments.,,not_assessed,,unassessed_publication_placeholder,not_assessed,not_assessed,none,,No exact-DOI audit record; publication experiment count is not assessed.,,experiment_count_not_assessed,Audiotactile temporal order judgments.,2005,10.1016/j.actpsy.2004.10.017,https://doi.org/10.1016/j.actpsy.2004.10.017,not_assessed,not_audited,no_exact_doi_audit_join,not_assessed,not_assessed,not_assessed,not_reviewed,not_assessed,not_assessed,0,41,0.344552218,281,0,281,0,220,61
doi:10.1016/j.cortex.2021.08.004,doi:10.1016/j.cortex.2021.08.004,seeming_confines_2021,doi:10.1016/j.cortex.2021.08.004,seeming_confines_2021,seeming_confines_2021,,audio-tactile PPS remapping after tool-use with electrophysiology,Seeming confines: Electrophysiological evidence of peripersonal space remapping following tool-use in humans.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::seeming_confines_2021,experiment_count_not_assessed,Seeming confines: Electrophysiological evidence of peripersonal space remapping following tool-use in humans.,2021,10.1016/j.cortex.2021.08.004,https://doi.org/10.1016/j.cortex.2021.08.004,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,paywalled,not_found,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,42,0.341350259,281,0,281,0,220,61
doi:10.1016/j.neuropsychologia.2017.07.018,doi:10.1016/j.neuropsychologia.2017.07.018,biggio_2017_racket_tool_use,doi:10.1016/j.neuropsychologia.2017.07.018,biggio_2017_racket_tool_use,biggio_2017_racket_tool_use,biggio_2017_common_racket | biggio_2017_no_racket | biggio_2017_personal_racket,near/far audio-tactile PPS task while tennis players or novices hold a racket,This racket is not mine: The influence of the tool-use on peripersonal space.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::biggio_2017_racket_tool_use,experiment_count_not_assessed,This racket is not mine: The influence of the tool-use on peripersonal space.,2017,10.1016/j.neuropsychologia.2017.07.018,https://doi.org/10.1016/j.neuropsychologia.2017.07.018,runnable,doi_matched_manual_parameter_review,manual_review,paywalled,not_found,pending_pdf,manual_review_completed_main_pdf_no_supplement_found,manual_review_missing_orientation_ledger,no_extracted_source,0,43,0.340783706,281,0,281,12,0,61
doi:10.1177/1362361319838950,doi:10.1177/1362361319838950,autism_2019,doi:10.1177/1362361319838950,autism_2019,autism_2019,,audio-tactile PPS measurement in autism context,Altered bodily self-consciousness and peripersonal space in autism.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::autism_2019,experiment_count_not_assessed,Altered bodily self-consciousness and peripersonal space in autism.,2019,10.1177/1362361319838950,https://doi.org/10.1177/1362361319838950,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,open_access_unavailable,paywalled,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,44,0.338297332,281,0,281,0,220,61
doi:10.1111/j.1460-9568.2010.07210.x::a,doi:10.1111/j.1460-9568.2010.07210.x,,doi:10.1111/j.1460-9568.2010.07210.x,Experiment 1 — body visible,single_or_unassessed,,not_assessed,Seeing the body modulates audiotactile integration (a),a,Experiment 1 — body visible,1,experiment,confirmed_total,scope_not_assessed,none,3,The directly audited publication reports 37 participants allocated to three separately labeled experiments with distinct samples and visibility/location designs.,"artifacts/paper_metadata_audit/publication_pdfs/doi_10.1111_j.1460-9568.2010.07210.x__9e7fbce07ccb.pdf::PDF pp.2-5, Participants and Experiments 1-3; artifacts/paper_metadata_audit/review_batches/batch_b_source_reviews.json",experiment_record_not_available,Seeing the body modulates audiotactile integration,2010,10.1111/j.1460-9568.2010.07210.x,https://doi.org/10.1111/j.1460-9568.2010.07210.x,not_assessed,not_audited,no_exact_doi_audit_join,not_assessed,not_assessed,not_assessed,not_reviewed,not_assessed,not_assessed,0,45,0.331527546,281,0,281,0,220,61
doi:10.1111/j.1460-9568.2010.07210.x::b,doi:10.1111/j.1460-9568.2010.07210.x,,doi:10.1111/j.1460-9568.2010.07210.x,Experiment 2 — body not visible,single_or_unassessed,,not_assessed,Seeing the body modulates audiotactile integration (b),b,Experiment 2 — body not visible,2,experiment,confirmed_total,scope_not_assessed,none,3,The directly audited publication reports 37 participants allocated to three separately labeled experiments with distinct samples and visibility/location designs.,"artifacts/paper_metadata_audit/publication_pdfs/doi_10.1111_j.1460-9568.2010.07210.x__9e7fbce07ccb.pdf::PDF pp.2-5, Participants and Experiments 1-3; artifacts/paper_metadata_audit/review_batches/batch_b_source_reviews.json",experiment_record_not_available,Seeing the body modulates audiotactile integration,2010,10.1111/j.1460-9568.2010.07210.x,https://doi.org/10.1111/j.1460-9568.2010.07210.x,not_assessed,not_audited,no_exact_doi_audit_join,not_assessed,not_assessed,not_assessed,not_reviewed,not_assessed,not_assessed,0,45,0.331527546,281,0,281,0,220,61
doi:10.1111/j.1460-9568.2010.07210.x::c,doi:10.1111/j.1460-9568.2010.07210.x,,doi:10.1111/j.1460-9568.2010.07210.x,Experiment 3 — body visibility by front/back location,single_or_unassessed,,not_assessed,Seeing the body modulates audiotactile integration (c),c,Experiment 3 — body visibility by front/back location,3,experiment,confirmed_total,scope_not_assessed,none,3,The directly audited publication reports 37 participants allocated to three separately labeled experiments with distinct samples and visibility/location designs.,"artifacts/paper_metadata_audit/publication_pdfs/doi_10.1111_j.1460-9568.2010.07210.x__9e7fbce07ccb.pdf::PDF pp.2-5, Participants and Experiments 1-3; artifacts/paper_metadata_audit/review_batches/batch_b_source_reviews.json",experiment_record_not_available,Seeing the body modulates audiotactile integration,2010,10.1111/j.1460-9568.2010.07210.x,https://doi.org/10.1111/j.1460-9568.2010.07210.x,not_assessed,not_audited,no_exact_doi_audit_join,not_assessed,not_assessed,not_assessed,not_reviewed,not_assessed,not_assessed,0,45,0.331527546,281,0,281,0,220,61
doi:10.1007/s00426-020-01365-6,doi:10.1007/s00426-020-01365-6,jazz_duet_2021,doi:10.1007/s00426-020-01365-6,jazz_duet_2021,jazz_duet_2021,,audio-tactile PPS task after musical interaction context,Does musical interaction in a jazz duet modulate peripersonal space?,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::jazz_duet_2021,experiment_count_not_assessed,Does musical interaction in a jazz duet modulate peripersonal space?,2021,10.1007/s00426-020-01365-6,https://doi.org/10.1007/s00426-020-01365-6,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,paywalled,downloaded,pending_pdf,not_reviewed,not_manually_reviewed,no_visualization_terms_found,0,46,0.318482945,281,0,281,0,207,61
doi:10.1073/pnas.2024548118,doi:10.1073/pnas.2024548118,ronga_2021_newborn_erp,doi:10.1073/pnas.2024548118,ronga_2021_newborn_erp,ronga_2021_newborn_erp,,near/far auditory plus electrical tactile stimulation with ERP endpoint,Spatial tuning of electrophysiological responses to multisensory stimuli reveals a primitive coding of the body boundaries in newborns,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::ronga_2021_newborn_erp,experiment_count_not_assessed,Spatial tuning of electrophysiological responses to multisensory stimuli reveals a primitive coding of the body boundaries in newborns,2021,10.1073/pnas.2024548118,https://doi.org/10.1073/pnas.2024548118,supported_incomplete,doi_matched_manual_parameter_review,manual_review,downloaded,paywalled,parsed_with_warnings,manual_review_completed_main_pdf_and_pnas_supplements,manual_review_missing_orientation_ledger,source_mined,4,47,0.307446723,281,0,281,0,0,61
doi:10.1038/s41598-021-90784-5,doi:10.1038/s41598-021-90784-5,matsuda_2021_four_directions,doi:10.1038/s41598-021-90784-5,matsuda_2021_four_directions,matsuda_2021_four_directions,matsuda_2021_four_directions,"front, rear, left, and right approaching/receding audio-tactile PPS task","Peripersonal space in the front, rear, left and right directions for audio-tactile multisensory integration.",,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::matsuda_2021_four_directions,experiment_count_not_assessed,"Peripersonal space in the front, rear, left and right directions for audio-tactile multisensory integration.",2021,10.1038/s41598-021-90784-5,https://doi.org/10.1038/s41598-021-90784-5,runnable,doi_matched_manual_parameter_review,manual_review,downloaded,needs_user_download,parsed_with_warnings,manual_review_completed_main_pdf_and_publisher_html_no_supplement_found,manual_review_missing_orientation_ledger,source_mined,8,48,0.292526821,281,0,281,12,0,61
doi:10.1177/0956797619869337,doi:10.1177/0956797619869337,footsole_vibration_2019,doi:10.1177/0956797619869337,footsole_vibration_2019,footsole_vibration_2019,,looming-sound PPS tactile-processing task with foot-sole vibration context,Remapping Peripersonal Space by Using Foot-Sole Vibrations Without Any Body Movement.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::footsole_vibration_2019,experiment_count_not_assessed,Remapping Peripersonal Space by Using Foot-Sole Vibrations Without Any Body Movement.,2019,10.1177/0956797619869337,https://doi.org/10.1177/0956797619869337,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,paywalled,paywalled,pending_pdf,not_reviewed,not_manually_reviewed,no_extracted_source,0,49,0.288021949,281,0,281,0,220,61
doi:10.1016/j.neuropsychologia.2021.107823,doi:10.1016/j.neuropsychologia.2021.107823,,doi:10.1016/j.neuropsychologia.2021.107823,not_disaggregated,single_or_unassessed,,not_assessed,Phase-coupling of neural oscillations contributes to individual differences in peripersonal space.,,not_assessed,,unassessed_publication_placeholder,not_assessed,not_assessed,none,,No exact-DOI audit record; publication experiment count is not assessed.,,experiment_count_not_assessed,Phase-coupling of neural oscillations contributes to individual differences in peripersonal space.,2021,10.1016/j.neuropsychologia.2021.107823,https://doi.org/10.1016/j.neuropsychologia.2021.107823,not_assessed,not_audited,no_exact_doi_audit_join,not_assessed,not_assessed,not_assessed,not_reviewed,not_assessed,not_assessed,0,50,0.247655836,281,0,281,0,220,61
doi:10.1016/j.cortex.2020.11.021,doi:10.1016/j.cortex.2020.11.021,ageing_2021,doi:10.1016/j.cortex.2020.11.021,ageing_2021,ageing_2021,,audio-tactile PPS task in ageing context,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,,not_assessed,,review_unit,not_assessed,not_assessed,none,,One current audit review unit; publication experiment count has not been independently registered.,metadata_audit.jsonl::ageing_2021,experiment_count_not_assessed,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,2021,10.1016/j.cortex.2020.11.021,https://doi.org/10.1016/j.cortex.2020.11.021,supported_incomplete,doi_matched_literature_audit,current_audit_without_manual_review,downloaded,not_found,parsed_with_warnings,not_reviewed,not_manually_reviewed,source_mined,6,51,0.233031514,281,0,281,0,32,61
