study_row_id,network_node_id,record_id,study_label,acquisition_id,acquisition_label,outcome_family,modality_or_signal,primary_measure,binding_mode,device_or_system,channels_or_sites_json,event_trigger,clock_sync_method,acquisition_window,primary_outcome_definition,calibration_or_online_processing,applies_to_event_ids,applies_to_pps_occurrence_ids,profile_or_protocol_ref,source_type,review_date,source_file,page_or_section,evidence_note,derivation_note,current_toolkit_support,current_toolkit_paths,runtime_or_untyped_inputs,future_toolkit_paths,analysis_model_scope
doi:10.1371/journal.pone.0044306::a,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans. (a),vocal_tactile_rt,Dynamic-sound tactile RT,behavioral_response,voice-onset response event,voice-onset RT and response accuracy,native_response_log,CIRO plus voice-activated relay,[],right-index 100-ms electrical onset,shared_device_clock,tactile onset to voice onset; online deadline not reported,Tactile RT by IN/OUT and T0-T6; sigmoid boundary derived downstream,,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1371_journal.pone.0044306__48110f1e7943.pdf,"PDF pp.2-4, Method and Results",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1038/s41598-021-00048-5,doi:10.1038/s41598-021-00048-5,spadone_2021_connectivity,Frontal and parietal background connectivity and their dynamic changes account for individual differences in the multisensory representation of peripersonal space.,behavioral_pps_rt,Behavioral PPS reaction time,behavioral_response,manual button response event,tactile reaction time and sigmoid central point,native_response_log,,[],right-index tactile onset,unclear,,Mean RT at five delays fitted with a sigmoid; xc/central point estimates individual PPS extent.,individual near/far scanner delays selected from fastest/slowest low-variability behavioral RTs,,,doi:10.1038/s41598-021-00048-5,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_s41598-021-00048-5__d6b258a443a1.pdf,"PDF pp.9-11, behavioral task, image acquisition, and functional-connectivity analysis",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1038/s41598-021-00048-5,doi:10.1038/s41598-021-00048-5,spadone_2021_connectivity,Frontal and parietal background connectivity and their dynamic changes account for individual differences in the multisensory representation of peripersonal space.,task_bold_fc,Task-state BOLD functional connectivity,custom,whole-brain BOLD fMRI,near/far premotor-network background FC and FC variability,hardware_triggered_external_system,3-T Philips Achieva; whole-body transmit coil; 8-channel phased-array head receive coil,"""29 axial slices, 3-mm thickness, 0.5-mm gap, 3 x 3-mm in-plane resolution""",audio-tactile trial onset in eight scanner runs,hardware_trigger,"TR 1550 ms, TE 30 ms; seven consecutive TR event model; nine-TR sliding FC window stepped by one TR","Near/far background PM-network FC and across-block FC variability, related to behavioral PPS central point.","AFNI motion/slice-time correction, Talairach normalization, 6-mm smoothing, evoked-response/nuisance regression, 0.17-Hz low-pass, Fisher-z correlations",,,doi:10.1038/s41598-021-00048-5,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_s41598-021-00048-5__d6b258a443a1.pdf,"PDF pp.9-11, behavioral task, image acquisition, and functional-connectivity analysis",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1007/s00221-024-06782-2,doi:10.1007/s00221-024-06782-2,teraoka_2024_front_rear,Comparison of peripersonal space in front and rear spaces.,chest_keypad_rt,Chest tactile-detection RT,behavioral_response,numeric-keypad response event,reaction time from chest vibration onset,native_response_log,numeric keypad,[],chest vibration onset,unclear,,"Tactile-detection latency by front/rear trajectory and delay, adjusted using cue-matched tactile-only trials.",suprathreshold tactile calibration and tactile-only baseline adjustment,,,doi:10.1007/s00221-024-06782-2,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-024-06782-2__e053c775a82b.pdf,"PDF pp.4-7, Experimental procedure and analysis",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.3389/frvir.2021.644214,doi:10.3389/frvir.2021.644214,lerner_2021_3d_boundary,VR Setup to Assess Peripersonal Space Audio-Tactile 3D Boundaries,tactile_vive_rt,3D sternum-vibration RT,behavioral_response,behavioral response event,Vive trigger RT,native_response_log,"Unity 3D, HTC Vive controller, MATLAB output",[],Woojer vibration onset,shared_device_clock,tactile onset to trigger; online deadline not reported,Flat/dynamic tactile RT threshold by 3D trajectory,,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_frvir.2021.644214__33de42f7f6cb.pdf,"PDF pp.9-12, Calibration, Procedure, and Analysis",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.neuropsychologia.2009.07.025,doi:10.1016/j.neuropsychologia.2009.07.025,tajadura_jimenez_2009_visual_deprivation,Early visual deprivation alters multisensory processing in peripersonal space.,tactile_discrimination_rt,Tactile side-discrimination response,behavioral_response,manual key response event,reaction time and response accuracy,native_response_log,,[],electrical tactile train onset,unclear,,Manual tactile-discrimination latency and error by auditory laterality and crossed/uncrossed posture.,,,,doi:10.1016/j.neuropsychologia.2009.07.025,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.neuropsychologia.2009.07.025__03110f35c06e.pdf,"PDF pp.3-5, Apparatus, procedure, and analysis",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1101/2024.10.25.619776::a,doi:10.1101/2024.10.25.619776,,Multisensory integration in Peripersonal Space indexes consciousness states in sleep and disorders of consciousness (a),sleep_hd_eeg,Wake/sleep high-density EEG,eeg_erp,256-channel scalp EEG with EOG/masseter monitoring,stimulus-locked spectral power and PPS index,hardware_triggered_external_system,Electrical Geodesics 256-channel system at 500 Hz,"""256 scalp channels; four periocular electrodes and masseter channels""",sensory stimulus onset,unclear,-1 to +2 s around stimulus onset,Frequency-band PPS index comparing near-far differences for unisensory versus multisensory stimulation,"0.5-45 Hz band-pass, 50-Hz notch, ICA artifact removal, average reference, baseline correction",,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_2024.10.25.619776__de2f3f7b2efd.pdf,"PDF pp.18-22, EEG recording and MRI indexes",Healthy-volunteer wake/sleep EEG acquisition only; distinct DoC acquisition split to ::b.,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1101/2024.10.25.619776::b,doi:10.1101/2024.10.25.619776,,Multisensory integration in Peripersonal Space indexes consciousness states in sleep and disorders of consciousness (b),doc_eeg,DoC 16-channel EEG,eeg_erp,16-channel scalp EEG,stimulus-locked high-beta power PPS index,hardware_triggered_external_system,g.USBamp/g.Nautilus at 500/512 Hz,"""Fz, FC3, FC1, FCz, FC2, FC4, C3, C1, Cz, C2, C4, CP3, CP1, CPz, CP2, CP4; right-earlobe reference""",sensory stimulus onset,unclear,-100 to +500 ms around stimulus onset,High-beta PPS index from near-far unisensory versus multisensory spectral power,"0.5-40 Hz band-pass, notch, -100 to 0 ms baseline, artifact rejection, ICA, average rereference",,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_2024.10.25.619776__de2f3f7b2efd.pdf,"PDF pp.18-22, EEG recording and MRI indexes",DoC/CMD EEG and secondary MRI acquisition only; distinct healthy wake/sleep acquisition split to ::a.,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1101/2024.10.25.619776::b,doi:10.1101/2024.10.25.619776,,Multisensory integration in Peripersonal Space indexes consciousness states in sleep and disorders of consciousness (b),doc_mri,DoC structural/resting-state MRI,custom,DWI/anatomical/resting-state fMRI imported from clinical dataset,mesocircuit fractional anisotropy and DMN-DAN resting-state relationship,external_file_import,Scanner/acquisition parameters not restated; methods point to cited dataset paper,"""forebrain mesocircuit white-matter bundles and DMN/DAN network masks""",none; non-task clinical/resting-state acquisition,none,non-task DWI and resting-state acquisition; duration not reported here,Structural mesocircuit integrity and DMN-DAN resting-state connectivity associated with the PPS index,,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_2024.10.25.619776__de2f3f7b2efd.pdf,"PDF pp.18-22, EEG recording and MRI indexes",DoC/CMD EEG and secondary MRI acquisition only; distinct healthy wake/sleep acquisition split to ::a.,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1250/ast.41.345::a,doi:10.1250/ast.41.345,,Social impact on audiotactile integration near the body (a),tactile_button_rt,Collaborative-context tactile RT,behavioral_response,behavioral response event,button RT,native_response_log,right-index response button,[],left-index 20-ms vibration onset,unclear,tactile onset to button press; online deadline not reported,Isolated-versus-collaborative-dyad tactile RT function by left/right looming delay,,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1250_ast.41.345__bdacce3b4a8e.pdf,"PDF pp.1-3, shared Method and Collaborative Experiment Results",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1250/ast.41.345::b,doi:10.1250/ast.41.345,,Social impact on audiotactile integration near the body (b),tactile_button_rt,Competitive-context tactile RT,behavioral_response,behavioral response event,button RT,native_response_log,right-index response button,[],left-index 20-ms vibration onset,unclear,tactile onset to button press; online deadline not reported,Isolated-versus-competitive-dyad tactile RT function by left/right looming delay,,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1250_ast.41.345__bdacce3b4a8e.pdf,"PDF pp.1-3, shared Method and Competitive Experiment Results",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1250/ast.41.345::c,doi:10.1250/ast.41.345,,Social impact on audiotactile integration near the body (c),tactile_button_rt,Audience-context tactile RT,behavioral_response,behavioral response event,button RT,native_response_log,right-index response button,[],left-index 20-ms vibration onset,unclear,tactile onset to button press; online deadline not reported,Isolated-versus-audience-dyad tactile RT function by left/right looming delay,,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1250_ast.41.345__bdacce3b4a8e.pdf,"PDF pp.1-3, shared Method and Audience Experiment Results",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.3390/bs14040306,doi:10.3390/bs14040306,mindfulness_pps_2024,Mindfulness Affects the Boundaries of Bodily Self-Representation: The Effect of Focused-Attention Meditation in Fading the Boundary of Peripersonal Space.,tactile_keyboard_rt,Mindfulness pre/post tactile RT,behavioral_response,behavioral response event,spacebar RT,native_response_log,E-Prime 2.0 and keyboard,[],left-cheek electrical onset,shared_device_clock,tactile onset-adjusted RT; online deadline not reported,Tactile RT by delay and pre/post FAM,,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3390_bs14040306__dfafe5070af5.pdf,"PDF pp.5-7, Audio-Tactile Task and Data Processing",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.nicl.2019.101940::a,doi:10.1016/j.nicl.2019.101940,disorders_consciousness_2019,Peri-personal space encoding in patients with disorders of consciousness and cognitive-motor dissociation. (a),passive_scalp_eeg,Passive PPS EEG/ERP,eeg_erp,scalp EEG event-related potential,stimulus-locked ERP response to multisensory and unisensory rows,hardware_triggered_external_system,,[],sensory stimulus onset,unclear,-100 to +500 ms; baseline -100 to 0 ms,ERP multisensory response across near/far and unisensory control conditions; exact scalar endpoint pending re-review.,100-ms prestimulus baseline correction,,,doi:10.1016/j.nicl.2019.101940::a,manual_publication_review,2026-08-12,For-AI/audiotactile-paper-metadata-audit/manual_reviews/disorders_consciousness_2019.json,"PDF pp.3-5, Procedure, EEG acquisition/preprocessing, and Analyses",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.nicl.2019.101940::b,doi:10.1016/j.nicl.2019.101940,disorders_consciousness_2019,Peri-personal space encoding in patients with disorders of consciousness and cognitive-motor dissociation. (b),clinical_passive_scalp_eeg,Clinical passive PPS EEG/ERP,eeg_erp,scalp EEG event-related potential,PPS-sensitive stimulus-locked ERP response,hardware_triggered_external_system,,[],sensory stimulus onset,unclear,-100 to +500 ms; baseline -100 to 0 ms,PPS-sensitive ERP multisensory response in CMD/DOC sessions; exact scalar endpoint pending re-review.,100-ms prestimulus baseline correction,,,doi:10.1016/j.nicl.2019.101940::b,manual_publication_review,2026-08-12,For-AI/audiotactile-paper-metadata-audit/manual_reviews/disorders_consciousness_2019.json,"PDF pp.3-5, Procedure, EEG acquisition/preprocessing, and Analyses",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1101/249078,doi:10.1101/249078,,Audio-tactile and peripersonal space processing around the trunk in human parietal and temporal cortex: an intracranial EEG study,passive_ieeg_lfp,Passive intracranial EEG/LFP PPS acquisition,intracranial_eeg,intracranial local field potentials from implanted depth/grid electrodes,stimulus-locked LFP response and distance-dependent multisensory effect,hardware_triggered_external_system,Micromed System PLUS at 2048 Hz; ExpyVR/Arduino stimulus control,"""500 implanted contacts across six patients (480 retained after preprocessing), patient-specific depth/grid sites; Cz external reference before bipolar/grid-local rereferencing""","trial onset, auditory onset for A/AT, and tactile onset",unclear,initial -800 to +3000 ms around trial/auditory onset; re-epoched -100 to +300 ms around stimulus onset,Electrode-wise nonlinear audio-tactile response (AT versus A+T) followed by distance-dependent far/middle/close PPS modulation.,"online high-pass 0.02 Hz; offline downsample 512 Hz, 1-40 Hz band-pass, -100 to 0 ms baseline where applicable",,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_249078__f6b0efd068ee.pdf,"PDF pp.4-7, Material, Procedures, iEEG recording and Statistical Analysis",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.xcrm.2026.102705::a,doi:10.1016/j.xcrm.2026.102705,cell_reports_medicine_2026_consciousness,Multisensory integration in peripersonal space indexes consciousness states in sleep and disorders of consciousness. (a),healthy_state_eeg,Awake/sleep PPS EEG,eeg_erp,scalp EEG response,stimulus-locked PPS multisensory-integration response,hardware_triggered_external_system,,[],sensory stimulus onset,unclear,-1 to +2 s around stimulus onset,PPS multisensory-integration EEG index across awake/sleep state; exact scalar definition pending re-review.,,,,doi:10.1016/j.xcrm.2026.102705::a,manual_publication_review,2026-08-12,For-AI/audiotactile-paper-metadata-audit/manual_reviews/cell_reports_medicine_2026_consciousness.json,"PDF pp.16-18, Experimental Design, Procedure, and Quantification",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.xcrm.2026.102705::b,doi:10.1016/j.xcrm.2026.102705,cell_reports_medicine_2026_consciousness,Multisensory integration in peripersonal space indexes consciousness states in sleep and disorders of consciousness. (b),clinical_consciousness_eeg,Clinical PPS EEG,eeg_erp,scalp EEG response,stimulus-locked PPS multisensory-integration response,hardware_triggered_external_system,,[],sensory stimulus onset,unclear,-100 to +500 ms; 100-ms prestimulus baseline,PPS multisensory-integration EEG index in clinical consciousness assessment; exact scalar definition pending re-review.,100-ms prestimulus baseline correction,,,doi:10.1016/j.xcrm.2026.102705::b,manual_publication_review,2026-08-12,For-AI/audiotactile-paper-metadata-audit/manual_reviews/cell_reports_medicine_2026_consciousness.json,"PDF pp.16-18, Experimental Design and Quantification",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1073/pnas.2516229122,doi:10.1073/pnas.2516229122,interoception_exteroception_2025,"Interoception vs. Exteroception: Cardiac interoception competes with tactile perception, yet also facilitates self-relevance encoding.",tactile_key_rt,Tactile keypress RT,behavioral_response,right-index key response event,reaction time from tactile onset,native_response_log,,[],right-hand electrical pulse onset,unclear,0-1000 ms; trial ends 100 ms after response,Tactile-detection latency by near/far auditory context and cardiac phase.,tactile current set to twice detection threshold and rethresholded between blocks,,,doi:10.1073/pnas.2516229122,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1073_pnas.2516229122__6eec9270d224.pdf,"PDF pp.8-10, Recording procedure, behavioral/EEG/ECG analyses",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1073/pnas.2516229122,doi:10.1073/pnas.2516229122,interoception_exteroception_2025,"Interoception vs. Exteroception: Cardiac interoception competes with tactile perception, yet also facilitates self-relevance encoding.",scalp_eeg_hep_sep,Scalp EEG HEP/SEP,eeg_erp,64-channel scalp EEG,heartbeat-evoked and somatosensory-evoked potentials,hardware_triggered_external_system,"BioSemi ActiveTwo, 1024 Hz, DC-400 Hz","""64 active scalp electrodes with CMS/DRL near Poz; EOG channels; impedance below 50 kOhm""",ECG R peak for HEP; tactile pulse for SEP,synchronized_clocks,"HEP -30 to +600 ms, no baseline; SEP -100 to +250 ms, baseline -100 to 0 ms",HEP competition/facilitation and SEP response across near/far audio-tactile conditions and cardiac phase.,"R-peak detection, artifact handling, SEP prestimulus baseline; 30-s rest baselines bracket blocks",,,doi:10.1073/pnas.2516229122,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1073_pnas.2516229122__6eec9270d224.pdf,"PDF pp.8-10, Recording procedure, behavioral/EEG/ECG analyses",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1073/pnas.2516229122,doi:10.1073/pnas.2516229122,interoception_exteroception_2025,"Interoception vs. Exteroception: Cardiac interoception competes with tactile perception, yet also facilitates self-relevance encoding.",ecg_cardiac_phase,ECG cardiac timing,ecg_cardiac,three-electrode ECG,R-peak timing and systole/diastole assignment,hardware_triggered_external_system,BioSemi auxiliary physiology inputs,"""electrodes at clavicles and abdomen""",continuous ECG with detected R peaks,shared_device_clock,continuous during five task blocks plus 30-s block baselines,R peaks anchor HEP epochs and classify tactile events by cardiac phase.,R-peak detection and cardiac-phase classification,,,doi:10.1073/pnas.2516229122,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1073_pnas.2516229122__6eec9270d224.pdf,"PDF pp.8-10, Recording procedure, behavioral/EEG/ECG analyses",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
