priority_tier,priority_score,study_row_id,record_id,study_label,parameter_evidence_scope,target_parameter_path,provisional_implementation_hint,current_atomic_status,review_action,review_decision,value_normalized,reviewer_note,review_date
P2,82.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.profile_finalization.part_block_membership,first_class_gui,not_covered_by_current_audit,review_new_atomic_leaf_from_primary_source,,,,
P2,82.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.profile_finalization.part_count,first_class_gui,not_covered_by_current_audit,review_new_atomic_leaf_from_primary_source,,,,
P2,82.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.profile_finalization.part_labels,first_class_gui,not_covered_by_current_audit,review_new_atomic_leaf_from_primary_source,,,,
P2,82.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.profile_finalization.participant_order_algorithm,first_class_gui,not_covered_by_current_audit,review_new_atomic_leaf_from_primary_source,,,,
P2,82.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.profile_finalization.participant_order_seed,first_class_gui,not_covered_by_current_audit,review_new_atomic_leaf_from_primary_source,,,,
P2,82.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.profile_finalization.participant_order_version,first_class_gui,not_covered_by_current_audit,review_new_atomic_leaf_from_primary_source,,,,
P2,82.92,doi:10.1016/j.neuropsychologia.2009.11.009,bassolino_2010_mouse_use,Everyday use of the computer mouse extends peripersonal space representation.,none,target.profile_finalization.profile_finalization_policy,first_class_gui,not_covered_by_current_audit,review_new_atomic_leaf_from_primary_source,,,,
P2,82.91,doi:10.1016/j.cortex.2017.08.033,social_perception_2017,Social perception of others shapes one's own multisensory peripersonal space.,none,target.block_design.per_block_duration_estimates,derived_materialized,not_covered_by_current_audit,review_new_atomic_leaf_from_primary_source,,,,
P2,82.91,doi:10.1016/j.cortex.2017.08.033,social_perception_2017,Social perception of others shapes one's own multisensory peripersonal space.,none,target.block_design.per_block_trial_counts,derived_materialized,not_covered_by_current_audit,review_new_atomic_leaf_from_primary_source,,,,
P2,82.89,doi:10.1038/s41598-021-90784-5,matsuda_2021_four_directions,"Peripersonal space in the front, rear, left and right directions for audio-tactile multisensory integration.",none,target.study.participant_code_policy,fixed_policy_not_configurable,not_covered_by_current_audit,review_new_atomic_leaf_from_primary_source,,,,
P2,82.88,doi:10.3389/fpsyg.2011.00077,,"Organization, maturation, and plasticity of multisensory integration: insights from computational modeling studies.",none,target.study.planned_sample_n,unsupported_structural_gap,not_covered_by_current_audit,review_new_atomic_leaf_from_primary_source,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.rendering.distance_gain_policy,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.rendering.drr_iacc_policy,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.rendering.estimated_full_scale_spl_db,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.rendering.gain_envelope_shape,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.rendering.hold_level_policy,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.rendering.hrtf_database,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.rendering.hrtf_filter_id,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.rendering.hrtf_subject_id,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.rendering.ild_itd_policy,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.rendering.level_calibration_status,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.rendering.level_calibration_window_ms,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.rendering.level_setting_hardware_policy,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.rendering.near_field_compensation,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.rendering.renderer_engine,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.rendering.renderer_equivalence_boundary,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.rendering.reverb_brir_policy,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.rendering.sofa_hrir_asset,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.rendering.speaker_count,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.auditory_condition_labels,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.auditory_stimulus_type,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.burst_active_window_ms,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.burst_count,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.burst_count_mode,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.burst_duration_ms,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.burst_onset_ms,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.burst_period_ms,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.burst_rise_fall_ms,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.burst_spacing_policy,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.noise_type,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.source_bit_depth,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.source_channels,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.source_duration_ms,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.source_equivalence_policy,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.source_gain_linear,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.source_sample_rate_hz,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.tone_frequency_hz,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.sources.tone_type,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.amplitude,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.baseline_timing_reference,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.calibration_method,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.catch_type,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.channel_map,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.cue_duration_ms,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.distance_at_touch_values_cm,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.external_trigger_channel,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.external_trigger_code,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.external_trigger_modality,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.external_trigger_required,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.external_trigger_role,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.external_trigger_tolerance_ms,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.frequency_hz,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.intensity,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.intensity_unit,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.pulse_duration_ms,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.soa_reference_anchor,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.soa_sign_convention,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.tactile_body_anchor,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.tactile_channel,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.threshold_reference,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.tactile_protocol.waveform_shape,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trajectories.azimuth_end_deg,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trajectories.azimuth_start_deg,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trajectories.body_anchor,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trajectories.body_part,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trajectories.body_relative_axis,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trajectories.body_side,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trajectories.distance_or_soa_anchor_table,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trajectories.end_xyz_m,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trajectories.gaze_fixation_eyes_policy,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trajectories.head_trunk_facing,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trajectories.movement_implementation,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trajectories.participant_posture,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trajectories.propagation_delay_policy,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trajectories.source_room_positions,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trajectories.spatial_hemifield,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trajectories.start_xyz_m,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trial_pool.auditory_only_count_exact,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trial_pool.auditory_only_crosses_sequence_variants,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trial_pool.auditory_only_percentage,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trial_pool.baseline_crosses_sequence_variants,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trial_pool.catch_crosses_sequence_variants,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trial_pool.fractional_balance_seed,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trial_pool.fractional_repetition_policy,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
P2,82.87,doi:10.1016/j.bodyim.2024.101777,body_image_social_cognition_2024,The impact of body image on social cognition: Fear of negative evaluation mediates the relationship between body surveillance and interpersonal distance in women.,none,target.trial_sequence.foreperiod_ms,backend_schema_only,source_unavailable,acquire_or_open_source_then_review_atomic_leaf,,,,
