study_row_id,network_node_id,record_id,study_label,event_id,event_label,order_index,event_kind,execution_mode,relation,relative_to_event_id,compiled_predecessor_event_ids,compiled_concurrent_event_ids,visit_id,session_id,pps_occurrence_id,timepoint_label,repeat_count,duration_s,duration_text,spacing_notes,factor_level_bindings_json,profile_or_protocol_ref,parameter_overrides_json,source_type,source_file,page_or_section,evidence_note,current_toolkit_support,future_toolkit_path
doi:10.1098/rsos.181878::c,doi:10.1098/rsos.181878,social_coding_2019,Social coding of the multisensory space around us. (c),pps_isolated,,,pps_measurement,toolkit_protocol,same_session,,,,,isolated_condition,pps_isolated,isolated,,,,,"{""social_condition"":""isolated""}",doi:10.1098/rsos.181878::c,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1098_rsos.181878__3237f37148ca.pdf,"PDF p.5, Social manipulation and Participants",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1098/rsos.181878::c,doi:10.1098/rsos.181878,social_coding_2019,Social coding of the multisensory space around us. (c),pps_dyad,,,pps_measurement,toolkit_protocol,same_session,,,,,dyad_condition,pps_dyad,dyad,,,,,"{""social_condition"":""dyad""}",doi:10.1098/rsos.181878::c,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1098_rsos.181878__3237f37148ca.pdf,"PDF p.5, Social manipulation and Participants",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1038/s41598-019-45224-w,doi:10.1038/s41598-019-45224-w,pregnancy_2019,Enlarged representation of peripersonal space in pregnancy.,longitudinal_pps_visits,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,pregnancy_longitudinal_pps,,3,,,Up to three separate visits; participant attendance varies through attrition/replacement.,{},doi:10.1038/s41598-019-45224-w,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_s41598-019-45224-w__47c577b5fe75.pdf,"PDF pp.5-6, Participants and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1016/j.neuropsychologia.2017.07.018,doi:10.1016/j.neuropsychologia.2017.07.018,biggio_2017_racket_tool_use,This racket is not mine: The influence of the tool-use on peripersonal space.,racket_pps_sessions,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,3,,,,{},biggio_2017_racket_tool_use,"{""personal_session"":""players only"",""racket_condition"":""factor-bound""}",manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/biggio_2017_racket_tool_use.json,"PDF pp.2-3, Experimental procedure/design",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1177/1362361319838950,doi:10.1177/1362361319838950,autism_2019,Altered bodily self-consciousness and peripersonal space in autism.,pps_pre_fbi,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,pps,pps_1,,,,,,{},doi:10.1177/1362361319838950,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1177_1362361319838950__1ddd36b405d0.pdf,"PDF pp.7-11, Participants and Peripersonal space",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1177/1362361319838950,doi:10.1177/1362361319838950,autism_2019,Altered bodily self-consciousness and peripersonal space in autism.,full_body_illusion,Four randomized FBI conditions,2,secondary_task,external_operator,after,pps_pre_fbi,pps_pre_fbi,,,fbi,,,,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1177_1362361319838950__1ddd36b405d0.pdf,"PDF pp.7-11, Participants and Peripersonal space",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1111/j.1460-9568.2010.07210.x::a,doi:10.1111/j.1460-9568.2010.07210.x,,Seeing the body modulates audiotactile integration (a),audiotactile_cce,3 static audiotactile blocks,1,pps_measurement,toolkit_protocol,sequence_start,,,,,session_1,pps_like_spatial_task,,3,,,,{},doi:10.1111/j.1460-9568.2010.07210.x::a,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1111_j.1460-9568.2010.07210.x__9e7fbce07ccb.pdf,"PDF pp.2-3, Participants and Experiments 1-3","Classified as a PPS-related static spatial multisensory task, not a looming PPS-boundary measurement.",unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1111/j.1460-9568.2010.07210.x::b,doi:10.1111/j.1460-9568.2010.07210.x,,Seeing the body modulates audiotactile integration (b),audiotactile_cce,3 static audiotactile blocks,1,pps_measurement,toolkit_protocol,sequence_start,,,,,session_1,pps_like_spatial_task,,3,,,,{},doi:10.1111/j.1460-9568.2010.07210.x::b,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1111_j.1460-9568.2010.07210.x__9e7fbce07ccb.pdf,"PDF pp.2-3, Participants and Experiments 1-3","Classified as a PPS-related static spatial multisensory task, not a looming PPS-boundary measurement.",unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1111/j.1460-9568.2010.07210.x::c,doi:10.1111/j.1460-9568.2010.07210.x,,Seeing the body modulates audiotactile integration (c),audiotactile_cce,4 static audiotactile blocks,1,pps_measurement,toolkit_protocol,sequence_start,,,,,session_1,pps_like_spatial_task,,4,,,,{},doi:10.1111/j.1460-9568.2010.07210.x::c,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1111_j.1460-9568.2010.07210.x__9e7fbce07ccb.pdf,"PDF pp.2-3, Participants and Experiments 1-3","Classified as a PPS-related static spatial multisensory task, not a looming PPS-boundary measurement.",unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1073/pnas.2024548118,doi:10.1073/pnas.2024548118,ronga_2021_newborn_erp,Spatial tuning of electrophysiological responses to multisensory stimuli reveals a primitive coding of the body boundaries in newborns,erp_task,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,3,,,Adults: exactly 3 blocks; newborns: 3-6 blocks.,{},doi:10.1073/pnas.2024548118,{},manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/ronga_2021_newborn_erp.json,"SI Appendix p.3, Stimuli and experimental task",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1038/s41598-021-90784-5,doi:10.1038/s41598-021-90784-5,matsuda_2021_four_directions,"Peripersonal space in the front, rear, left and right directions for audio-tactile multisensory integration.",direction_pps_blocks,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,4,,,,{},matsuda_2021_four_directions,"{""body_relative_direction"":""factor-bound""}",manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/matsuda_2021_four_directions.json,"PDF p.7, Conditions and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1016/j.cortex.2020.11.021,doi:10.1016/j.cortex.2020.11.021,ageing_2021,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,side_pps_runs,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,2,,,,{},ageing_2021,"{""body_side"":""factor-bound""}",publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cortex.2020.11.021__cf9743199b72.pdf,"PDF pp.4-6, Participants and PPS task",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1038/s41598-022-21469-w,doi:10.1038/s41598-022-21469-w,rossi_sebastiano_2022_visuotactile,Multisensory-driven facilitation within the peripersonal space is modulated by the expectations about stimulus location on the body.,visual_tactile_blocks,,1,pps_measurement,metadata_only,sequence_start,,,,,,visual_tactile_pps,,2,,,Two counterbalanced non-auditory task blocks; 24 trials per T/VT condition plus 48 catches per block.,{},,{},publication_pdf_adjacent_visual_tactile,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_s41598-022-21469-w__5a00a6e273f0.pdf,"PDF pp.2-3, Participants and Experimental procedures",Adjacent visual-tactile PPS participant study retained only to characterize its higher-level topology; it has no auditory PPS protocol binding.,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1038/s41598-020-79767-0,doi:10.1038/s41598-020-79767-0,taffou_2021_auditory_roughness,Auditory roughness elicits defense reactions.,practice,Small training block,1,practice,toolkit_protocol,sequence_start,,,,,,,,,,,,{},,{},manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/taffou_2021_auditory_roughness.json,"PDF pp.3-4, Measure of PPS",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1038/s41598-020-79767-0,doi:10.1038/s41598-020-79767-0,taffou_2021_auditory_roughness,Auditory roughness elicits defense reactions.,pps,,2,pps_measurement,toolkit_protocol,after,practice,practice,,,,,,10,,,,{},taffou_2021_auditory_roughness,{},manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/taffou_2021_auditory_roughness.json,"PDF pp.3-4, Measure of PPS",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1007/s00221-019-05469-3,doi:10.1007/s00221-019-05469-3,tonelli_2019_echolocation,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,pps_pre,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,,,,,"{""timepoint"":""pre""}",tonelli_2019_echolocation,{},manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/tonelli_2019_echolocation.json,"PDF p.4, PPS task and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1007/s00221-019-05469-3,doi:10.1007/s00221-019-05469-3,tonelli_2019_echolocation,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,assigned_intervention,"ECHO, TIME, or REST according to participant arm",2,intervention,external_operator,after,pps_pre,pps_pre,,,,,,,,,,{},,{},manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/tonelli_2019_echolocation.json,"PDF p.4, PPS task and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1007/s00221-019-05469-3,doi:10.1007/s00221-019-05469-3,tonelli_2019_echolocation,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,pps_post,,3,pps_measurement,toolkit_protocol,after,assigned_intervention,assigned_intervention,,,,,,,,,,"{""timepoint"":""post""}",tonelli_2019_echolocation,{},manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/tonelli_2019_echolocation.json,"PDF p.4, PPS task and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1038/s41598-019-45084-4::a,doi:10.1038/s41598-019-45084-4,newborn_boundaries_2019,Identifying peripersonal space boundaries in newborns. (a),pilot_pps,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,pilot_pps,,,,,Maximum 30 trials; completed/valid count depends on newborn attention.,{},doi:10.1038/s41598-019-45084-4::a,{},publication_pdf_formal_experiment,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_s41598-019-45084-4__2ed6021a2bf9.pdf,"PDF pp.2-4, 8-9, Pilot study and Methods",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1038/s41598-019-45084-4::b,doi:10.1038/s41598-019-45084-4,newborn_boundaries_2019,Identifying peripersonal space boundaries in newborns. (b),study1_pps,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,study1_pps,,,,,Maximum 31 trials; completed/valid count depends on newborn attention.,{},doi:10.1038/s41598-019-45084-4::b,"{""tactile_target"":""present only in audio_tactile arm""}",publication_pdf_formal_experiment,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_s41598-019-45084-4__2ed6021a2bf9.pdf,"PDF pp.4-5, 8-9, Study 1 and Methods",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1093/braincomms/fcac179,doi:10.1093/braincomms/fcac179,,Body and peripersonal space representations in chronic stroke patients with upper limb motor deficits.,baseline_pps,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,baseline_pps,,,,,Single pre-rehabilitation baseline PPS task; exact block/order details are supplementary-only.,{},doi:10.1093/braincomms/fcac179,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1093_braincomms_fcac179__272ca6c0fa06.pdf,"PDF pp.3-7, Participants, PPS task, and Results",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1038/s41598-021-00048-5,doi:10.1038/s41598-021-00048-5,spadone_2021_connectivity,Frontal and parietal background connectivity and their dynamic changes account for individual differences in the multisensory representation of peripersonal space.,behavioral_pps,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,behavioral_pps,,3,,,,"{""session"":""behavioral""}",doi:10.1038/s41598-021-00048-5,"{""renderer"":""loudspeakers"",""tactile_delays_ms"":[300,800,1500,2200,2700]}",publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_s41598-021-00048-5__d6b258a443a1.pdf,"PDF pp.9-11, behavioral and fMRI sessions",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1038/s41598-021-00048-5,doi:10.1038/s41598-021-00048-5,spadone_2021_connectivity,Frontal and parietal background connectivity and their dynamic changes account for individual differences in the multisensory representation of peripersonal space.,individual_delay_selection,Select Tnear/Tfar from fastest/slowest low-variability behavioral RTs,2,calibration,metadata_only,after,behavioral_pps,behavioral_pps,,,,,,,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_s41598-021-00048-5__d6b258a443a1.pdf,"PDF pp.9-11, behavioral and fMRI sessions",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1038/s41598-021-00048-5,doi:10.1038/s41598-021-00048-5,spadone_2021_connectivity,Frontal and parietal background connectivity and their dynamic changes account for individual differences in the multisensory representation of peripersonal space.,fmri_pps,,3,pps_measurement,external_device,separate_session,individual_delay_selection,,,,,fmri_pps,,8,,,,"{""session"":""fmri""}",doi:10.1038/s41598-021-00048-5,"{""renderer"":""headphones"",""tactile_delays"":""participant-specific Tnear/Tfar""}",publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_s41598-021-00048-5__d6b258a443a1.pdf,"PDF pp.9-11, behavioral and fMRI sessions",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1007/s00221-024-06782-2,doi:10.1007/s00221-024-06782-2,teraoka_2024_front_rear,Comparison of peripersonal space in front and rear spaces.,practice,,1,practice,toolkit_protocol,sequence_start,,,,,,,,10,,,,{},doi:10.1007/s00221-024-06782-2,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-024-06782-2__e053c775a82b.pdf,"PDF pp.7-14, Participants, task, and analysis",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1007/s00221-024-06782-2,doi:10.1007/s00221-024-06782-2,teraoka_2024_front_rear,Comparison of peripersonal space in front and rear spaces.,direction_blocks,,2,pps_measurement,toolkit_protocol,after,practice,practice,,,,front_rear_pps,,2,,,One front and one rear block; order/spacing unreported.,{},doi:10.1007/s00221-024-06782-2,"{""body_direction"":""factor-bound""}",publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1007_s00221-024-06782-2__e053c775a82b.pdf,"PDF pp.7-14, Participants, task, and analysis",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/frvir.2021.644214,doi:10.3389/frvir.2021.644214,lerner_2021_3d_boundary,VR Setup to Assess Peripersonal Space Audio-Tactile 3D Boundaries,body_audio_haptic_calibration,"Body measures, HRTF parameters, IPD, and haptic-threshold calibration",1,calibration,external_operator,sequence_start,,,,,,,,,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_frvir.2021.644214__33de42f7f6cb.pdf,"PDF pp.7-12, Participants, Calibration, and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/frvir.2021.644214,doi:10.3389/frvir.2021.644214,lerner_2021_3d_boundary,VR Setup to Assess Peripersonal Space Audio-Tactile 3D Boundaries,practice,,2,practice,toolkit_protocol,after,body_audio_haptic_calibration,body_audio_haptic_calibration,,,,,,10,,,,{},doi:10.3389/frvir.2021.644214,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_frvir.2021.644214__33de42f7f6cb.pdf,"PDF pp.7-12, Participants, Calibration, and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3389/frvir.2021.644214,doi:10.3389/frvir.2021.644214,lerner_2021_3d_boundary,VR Setup to Assess Peripersonal Space Audio-Tactile 3D Boundaries,pps_blocks,,3,pps_measurement,toolkit_protocol,after,practice,practice,,,,,,4,,,15-min break after block 2; total trials conflict between 96 and 144.,{},doi:10.3389/frvir.2021.644214,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3389_frvir.2021.644214__33de42f7f6cb.pdf,"PDF pp.7-12, Participants, Calibration, and Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1016/j.neuropsychologia.2009.07.025,doi:10.1016/j.neuropsychologia.2009.07.025,tajadura_jimenez_2009_visual_deprivation,Early visual deprivation alters multisensory processing in peripersonal space.,posture_practice_and_test,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,2,,,Each posture block follows 21 practice trials; blocks separated by 10 min.,{},tajadura_jimenez_2009_visual_deprivation,"{""posture"":""factor-bound""}",manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/tajadura_jimenez_2009_visual_deprivation.json,"PDF p.3, Procedure",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1101/2024.10.25.619776::a,doi:10.1101/2024.10.25.619776,,Multisensory integration in Peripersonal Space indexes consciousness states in sleep and disorders of consciousness (a),awake_pps,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,awake,pps_awake,awake,3,,,,"{""conscious_state"":""awake""}",doi:10.1101/2024.10.25.619776::a,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_2024.10.25.619776__de2f3f7b2efd.pdf,"PDF pp.17-19, Sleep experiment Methods",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1101/2024.10.25.619776::a,doi:10.1101/2024.10.25.619776,,Multisensory integration in Peripersonal Space indexes consciousness states in sleep and disorders of consciousness (a),overnight_pps_blocks,Repeated 5-min PPS blocks during stable N2/N3/REM,2,pps_measurement,toolkit_protocol,after,awake_pps,awake_pps,,,overnight_sleep,pps_sleep_repeated,sleep,,300,,,{},doi:10.1101/2024.10.25.619776::a,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_2024.10.25.619776__de2f3f7b2efd.pdf,"PDF pp.17-19, Sleep experiment Methods",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1101/2024.10.25.619776::a,doi:10.1101/2024.10.25.619776,,Multisensory integration in Peripersonal Space indexes consciousness states in sleep and disorders of consciousness (a),sleep_rest_blocks,Alternating no-stimulation blocks,,rest,toolkit_instruction_timer,between,,,,,overnight_sleep,,,,300,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_2024.10.25.619776__de2f3f7b2efd.pdf,"PDF pp.17-19, Sleep experiment Methods",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1101/2024.10.25.619776::a,doi:10.1101/2024.10.25.619776,,Multisensory integration in Peripersonal Space indexes consciousness states in sleep and disorders of consciousness (a),experience_questionnaire,Approximate mean questionnaire awakenings,,secondary_task,external_operator,after,,,,,overnight_sleep,,,9,,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_2024.10.25.619776__de2f3f7b2efd.pdf,"PDF pp.17-19, Sleep experiment Methods",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1101/2024.10.25.619776::b,doi:10.1101/2024.10.25.619776,,Multisensory integration in Peripersonal Space indexes consciousness states in sleep and disorders of consciousness (b),doc_first_session_pps,"First session, 1-3 PPS blocks",1,pps_measurement,toolkit_protocol,sequence_start,,,,,first_session,pps_first_session,,,,,,{},doi:10.1101/2024.10.25.619776::b,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_2024.10.25.619776__de2f3f7b2efd.pdf,"PDF pp.19-21, DoC phenotype patients Methods",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1250/ast.41.345::a,doi:10.1250/ast.41.345,,Social impact on audiotactile integration near the body (a),pps_contexts,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,2,,,Isolated/dyad order and block/session separation not reported.,{},doi:10.1250/ast.41.345::a,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1250_ast.41.345__bdacce3b4a8e.pdf,"PDF pp.1-3, Method and Collaborative Experiment Results",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1250/ast.41.345::b,doi:10.1250/ast.41.345,,Social impact on audiotactile integration near the body (b),pps_contexts,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,2,,,Isolated/dyad order and block/session separation not reported.,{},doi:10.1250/ast.41.345::b,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1250_ast.41.345__bdacce3b4a8e.pdf,"PDF pp.1-3, Method and Competitive Experiment Results",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1250/ast.41.345::c,doi:10.1250/ast.41.345,,Social impact on audiotactile integration near the body (c),pps_contexts,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,,2,,,Isolated/dyad order and block/session separation not reported.,{},doi:10.1250/ast.41.345::c,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1250_ast.41.345__bdacce3b4a8e.pdf,"PDF pp.1-3, Method and Audience Experiment Results",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3390/bs14040306,doi:10.3390/bs14040306,mindfulness_pps_2024,Mindfulness Affects the Boundaries of Bodily Self-Representation: The Effect of Focused-Attention Meditation in Fading the Boundary of Peripersonal Space.,pps_pre,,1,pps_measurement,toolkit_protocol,sequence_start,,,,,,,pre,,,,,{},doi:10.3390/bs14040306,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3390_bs14040306__dfafe5070af5.pdf,"PDF pp.4-6, Participants, Design, Audio-Tactile Task, and FAM",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3390/bs14040306,doi:10.3390/bs14040306,mindfulness_pps_2024,Mindfulness Affects the Boundaries of Bodily Self-Representation: The Effect of Focused-Attention Meditation in Fading the Boundary of Peripersonal Space.,focused_attention_meditation,Guided FAM induction,2,intervention,external_operator,after,pps_pre,pps_pre,,,,,,,900,,,{},,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3390_bs14040306__dfafe5070af5.pdf,"PDF pp.4-6, Participants, Design, Audio-Tactile Task, and FAM",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.3390/bs14040306,doi:10.3390/bs14040306,mindfulness_pps_2024,Mindfulness Affects the Boundaries of Bodily Self-Representation: The Effect of Focused-Attention Meditation in Fading the Boundary of Peripersonal Space.,pps_post,,3,pps_measurement,toolkit_protocol,after,focused_attention_meditation,focused_attention_meditation,,,,,post,,,,,{},doi:10.3390/bs14040306,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.3390_bs14040306__dfafe5070af5.pdf,"PDF pp.4-6, Participants, Design, Audio-Tactile Task, and FAM",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1016/j.nicl.2019.101940::a,doi:10.1016/j.nicl.2019.101940,disorders_consciousness_2019,Peri-personal space encoding in patients with disorders of consciousness and cognitive-motor dissociation. (a),pps,,1,pps_measurement,external_device,sequence_start,,,,,,,,3,,,,{},doi:10.1016/j.nicl.2019.101940::a,{},publication_pdf_and_manual_review,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.nicl.2019.101940__c0c7a69f48fb.pdf,"PDF pp.2-4, Experiment 1",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1016/j.nicl.2019.101940::b,doi:10.1016/j.nicl.2019.101940,disorders_consciousness_2019,Peri-personal space encoding in patients with disorders of consciousness and cognitive-motor dissociation. (b),clinical_pps_sessions,,1,pps_measurement,external_device,sequence_start,,,,,,,,,,One to seven blocks per session; one to five sessions per patient in the source report.,,{},doi:10.1016/j.nicl.2019.101940::b,{},publication_pdf_and_manual_review,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.nicl.2019.101940__c0c7a69f48fb.pdf,"PDF pp.2-4, Experiment 2",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1101/249078,doi:10.1101/249078,,Audio-tactile and peripersonal space processing around the trunk in human parietal and temporal cortex: an intracranial EEG study,passive_ieeg_pps,Passive iEEG PPS task,1,pps_measurement,toolkit_protocol,sequence_start,,,,,session_1,pps_1,,,,,,{},doi:10.1101/249078,{},publication_pdf,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1101_249078__f6b0efd068ee.pdf,"PDF p.3 (publication) / pp.4-5 (preprint), Participants and Procedures",bioRxiv predecessor; audited independently.,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1016/j.xcrm.2026.102705::a,doi:10.1016/j.xcrm.2026.102705,cell_reports_medicine_2026_consciousness,Multisensory integration in peripersonal space indexes consciousness states in sleep and disorders of consciousness. (a),awake_pps,,1,pps_measurement,external_device,sequence_start,,,,,,,,3,,,,"{""consciousness_state"":""awake""}",doi:10.1016/j.xcrm.2026.102705::a,{},manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/cell_reports_medicine_2026_consciousness.json,"STAR Methods, PDF pp.16-18",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1016/j.xcrm.2026.102705::a,doi:10.1016/j.xcrm.2026.102705,cell_reports_medicine_2026_consciousness,Multisensory integration in peripersonal space indexes consciousness states in sleep and disorders of consciousness. (a),sleep_blocks,,2,pps_measurement,external_device,custom,awake_pps,,,,,,,,300,Repeated 5-min stimulation and no-stimulation blocks overnight; total count not fixed.,,"{""consciousness_state"":""sleep""}",doi:10.1016/j.xcrm.2026.102705::a,{},manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/cell_reports_medicine_2026_consciousness.json,"STAR Methods, PDF pp.16-18",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
doi:10.1016/j.xcrm.2026.102705::b,doi:10.1016/j.xcrm.2026.102705,cell_reports_medicine_2026_consciousness,Multisensory integration in peripersonal space indexes consciousness states in sleep and disorders of consciousness. (b),clinical_pps,,1,pps_measurement,external_device,sequence_start,,,,,,,,,,"One to three 250-trial blocks per session, with brief clinical breaks.",,{},doi:10.1016/j.xcrm.2026.102705::b,{},manual_publication_review,For-AI/audiotactile-paper-metadata-audit/manual_reviews/cell_reports_medicine_2026_consciousness.json,"STAR Methods, PDF pp.16-18",,unsupported_no_typed_study_plan,pps-study-plan.v1::schedule.events[]
