priority_tier,priority_score,node_id,title,year,doi,publication_url,toolkit_status,network_prominence_rank,layer,segment,parameter_key,parameter_label,current_status,review_action,audit_record_ids,template_ids,source_statuses,notes
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,1,PUB.S1.auditory_conditions,Auditory conditions,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,1,PUB.S1.gain_envelope,Gain/envelope,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,1,PUB.S1.renderer_or_apparatus,Renderer/HRTF/speaker apparatus,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,1,PUB.S1.source_provenance,Source/provenance,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,1,PUB.S1.stimulus_duration,Duration,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,1,PUB.S1.stimulus_speed,Speed/path length,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,1,PUB.S1.stimulus_type,Stimulus type,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,1,PUB.S1.trajectory_count,Number of trajectories/tones,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,1,PUB.S1.trajectory_path,Trajectory path,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,2,PUB.S2.blocked_or_random_order,Blocked/random order,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,2,PUB.S2.condition_intermixing,Condition intermixing,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,2,PUB.S2.iti_jitter_policy,ITI/jitter policy,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,2,PUB.S2.response_window,Response window,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,2,PUB.S2.task_sequence_rules,Task-critical sequence rules,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,2,PUB.S2.trial_rows_families,Trial rows/families,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,3,PUB.S3.baseline_strategy,Baseline strategy,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,3,PUB.S3.baseline_timing,Baseline SOAs/timing,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,3,PUB.S3.catch_trial_type,Catch-trial type,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,3,PUB.S3.soa_table,SOA/distance-at-touch table,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,3,PUB.S3.tactile_stimulus,Tactile stimulus,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,4,PUB.S4.baseline_count,Baseline count,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,4,PUB.S4.block_count,Block count,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,4,PUB.S4.catch_count,Catch count,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,4,PUB.S4.repetitions_per_tactile_soa_condition,Repetitions per tactile SOA/condition,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,81.76,doi:10.1016/j.neuropsychologia.2008.07.025,Auditory-somatosensory multisensory interactions are spatially modulated by stimulated body surface and acoustic spectra.,2009,10.1016/j.neuropsychologia.2008.07.025,https://doi.org/10.1016/j.neuropsychologia.2008.07.025,not_assessed,30,publication_evidence,4,PUB.S4.total_trial_count,Total trial count,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,1,PUB.S1.auditory_conditions,Auditory conditions,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,1,PUB.S1.gain_envelope,Gain/envelope,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,1,PUB.S1.renderer_or_apparatus,Renderer/HRTF/speaker apparatus,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,1,PUB.S1.source_provenance,Source/provenance,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,1,PUB.S1.stimulus_duration,Duration,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,1,PUB.S1.stimulus_speed,Speed/path length,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,1,PUB.S1.stimulus_type,Stimulus type,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,1,PUB.S1.trajectory_count,Number of trajectories/tones,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,1,PUB.S1.trajectory_path,Trajectory path,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,2,PUB.S2.blocked_or_random_order,Blocked/random order,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,2,PUB.S2.condition_intermixing,Condition intermixing,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,2,PUB.S2.iti_jitter_policy,ITI/jitter policy,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,2,PUB.S2.response_window,Response window,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,2,PUB.S2.task_sequence_rules,Task-critical sequence rules,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,2,PUB.S2.trial_rows_families,Trial rows/families,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,3,PUB.S3.baseline_strategy,Baseline strategy,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,3,PUB.S3.baseline_timing,Baseline SOAs/timing,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,3,PUB.S3.catch_trial_type,Catch-trial type,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,3,PUB.S3.soa_table,SOA/distance-at-touch table,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,3,PUB.S3.tactile_stimulus,Tactile stimulus,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,4,PUB.S4.baseline_count,Baseline count,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,4,PUB.S4.block_count,Block count,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,4,PUB.S4.catch_count,Catch count,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,4,PUB.S4.repetitions_per_tactile_soa_condition,Repetitions per tactile SOA/condition,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.9,doi:10.1093/cercor/bhh197,Grabbing your ear: rapid auditory-somatosensory multisensory interactions in low-level sensory cortices are not constrained by stimulus alignment.,2005,10.1093/cercor/bhh197,https://doi.org/10.1093/cercor/bhh197,not_assessed,34,publication_evidence,4,PUB.S4.total_trial_count,Total trial count,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.71,doi:10.1007/s00221-013-3532-2,Tool-use reshapes the boundaries of body and peripersonal space representations.,2013,10.1007/s00221-013-3532-2,https://doi.org/10.1007/s00221-013-3532-2,supported_incomplete,7,toolkit_implementation,0,KIT.S0.profile_gap,Segment 0 profile gap,gap_defaulted,review_segment_default_or_context_gap,canzoneri_2013_tool_use_reshaping,canzoneri_2013_tool_use_reshaping,needs_user_download,canzoneri_2013_tool_use_reshaping: body-representation co-task metadata
P2,80.71,doi:10.1007/s00221-013-3532-2,Tool-use reshapes the boundaries of body and peripersonal space representations.,2013,10.1007/s00221-013-3532-2,https://doi.org/10.1007/s00221-013-3532-2,supported_incomplete,7,toolkit_implementation,5,KIT.S5.profile_gap,Segment 5 profile gap,gap_defaulted,review_segment_default_or_context_gap,canzoneri_2013_tool_use_reshaping,canzoneri_2013_tool_use_reshaping,needs_user_download,canzoneri_2013_tool_use_reshaping: tool-use versus pointing-control block factor
P2,80.71,doi:10.1007/s00221-013-3532-2,Tool-use reshapes the boundaries of body and peripersonal space representations.,2013,10.1007/s00221-013-3532-2,https://doi.org/10.1007/s00221-013-3532-2,supported_incomplete,7,toolkit_implementation,6,KIT.S6.profile_gap,Segment 6 profile gap,gap_defaulted,review_segment_default_or_context_gap,canzoneri_2013_tool_use_reshaping,canzoneri_2013_tool_use_reshaping,needs_user_download,canzoneri_2013_tool_use_reshaping: pre/post intervention phase order
P2,80.69,doi:10.1016/j.tics.2016.01.005,Variability in Multisensory Responses Predicts the Self-Space.,2016,10.1016/j.tics.2016.01.005,https://doi.org/10.1016/j.tics.2016.01.005,not_assessed,35,publication_evidence,1,PUB.S1.auditory_conditions,Auditory conditions,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.69,doi:10.1016/j.tics.2016.01.005,Variability in Multisensory Responses Predicts the Self-Space.,2016,10.1016/j.tics.2016.01.005,https://doi.org/10.1016/j.tics.2016.01.005,not_assessed,35,publication_evidence,1,PUB.S1.gain_envelope,Gain/envelope,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.69,doi:10.1016/j.tics.2016.01.005,Variability in Multisensory Responses Predicts the Self-Space.,2016,10.1016/j.tics.2016.01.005,https://doi.org/10.1016/j.tics.2016.01.005,not_assessed,35,publication_evidence,1,PUB.S1.renderer_or_apparatus,Renderer/HRTF/speaker apparatus,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.69,doi:10.1016/j.tics.2016.01.005,Variability in Multisensory Responses Predicts the Self-Space.,2016,10.1016/j.tics.2016.01.005,https://doi.org/10.1016/j.tics.2016.01.005,not_assessed,35,publication_evidence,1,PUB.S1.source_provenance,Source/provenance,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.69,doi:10.1016/j.tics.2016.01.005,Variability in Multisensory Responses Predicts the Self-Space.,2016,10.1016/j.tics.2016.01.005,https://doi.org/10.1016/j.tics.2016.01.005,not_assessed,35,publication_evidence,1,PUB.S1.stimulus_duration,Duration,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.69,doi:10.1016/j.tics.2016.01.005,Variability in Multisensory Responses Predicts the Self-Space.,2016,10.1016/j.tics.2016.01.005,https://doi.org/10.1016/j.tics.2016.01.005,not_assessed,35,publication_evidence,1,PUB.S1.stimulus_speed,Speed/path length,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.69,doi:10.1016/j.tics.2016.01.005,Variability in Multisensory Responses Predicts the Self-Space.,2016,10.1016/j.tics.2016.01.005,https://doi.org/10.1016/j.tics.2016.01.005,not_assessed,35,publication_evidence,1,PUB.S1.stimulus_type,Stimulus type,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.69,doi:10.1016/j.tics.2016.01.005,Variability in Multisensory Responses Predicts the Self-Space.,2016,10.1016/j.tics.2016.01.005,https://doi.org/10.1016/j.tics.2016.01.005,not_assessed,35,publication_evidence,1,PUB.S1.trajectory_count,Number of trajectories/tones,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.69,doi:10.1016/j.tics.2016.01.005,Variability in Multisensory Responses Predicts the Self-Space.,2016,10.1016/j.tics.2016.01.005,https://doi.org/10.1016/j.tics.2016.01.005,not_assessed,35,publication_evidence,1,PUB.S1.trajectory_path,Trajectory path,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.69,doi:10.1016/j.tics.2016.01.005,Variability in Multisensory Responses Predicts the Self-Space.,2016,10.1016/j.tics.2016.01.005,https://doi.org/10.1016/j.tics.2016.01.005,not_assessed,35,publication_evidence,2,PUB.S2.blocked_or_random_order,Blocked/random order,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.69,doi:10.1016/j.tics.2016.01.005,Variability in Multisensory Responses Predicts the Self-Space.,2016,10.1016/j.tics.2016.01.005,https://doi.org/10.1016/j.tics.2016.01.005,not_assessed,35,publication_evidence,2,PUB.S2.condition_intermixing,Condition intermixing,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.69,doi:10.1016/j.tics.2016.01.005,Variability in Multisensory Responses Predicts the Self-Space.,2016,10.1016/j.tics.2016.01.005,https://doi.org/10.1016/j.tics.2016.01.005,not_assessed,35,publication_evidence,2,PUB.S2.iti_jitter_policy,ITI/jitter policy,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
P2,80.69,doi:10.1016/j.tics.2016.01.005,Variability in Multisensory Responses Predicts the Self-Space.,2016,10.1016/j.tics.2016.01.005,https://doi.org/10.1016/j.tics.2016.01.005,not_assessed,35,publication_evidence,2,PUB.S2.response_window,Response window,not_assessed,create_literature_audit,,,not_assessed,Use Evidence Detail for per-record values and source pointers; do not infer across publication variants.
